id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
541.0,-0.09598576,-0.035584167,-0.057710398,-0.034500528,-0.07604758,0.07810546,0.01871849,0.035820466,0.05783425,-0.0003115602,-0.08261594,0.007421308,0.017368224,0.049087893,-0.013668091,-0.07448394,-0.04324482,-0.02738354,0.029183447,0.014155661,-0.028780654,0.09730305,0.021154964,-0.05255464,-0.0796435,-0.069428176,-0.050808456,-0.067863725,-0.06268659,-0.042980965,-0.06532528,0.07935309,-0.083953254,0.004902278,-0.017920634,0.09647572,-0.07759222,-0.020428881,0.09389409,0.07310142,0.06341442,-0.048419435,-0.06582248,0.033728644,0.0858752,0.011352578,0.014322538,-0.04400418,0.053898588,-0.06259125,-0.035264153,-0.014912712,0.0015220757,-0.051518053,-0.07703263,0.02212401,-0.04227389,0.016247645,-0.069127455,-0.0037719796,0.0065178866,-0.08963529,-0.032679144,-0.07311706
637.0,-0.08732501,0.09799205,-0.03552923,0.06197489,-0.04907187,0.036300544,0.052045573,0.019127749,-0.0056847623,-0.017631818,-0.030226346,0.08590583,0.06612388,0.09300538,-0.07514056,0.046173494,0.08766809,-0.06375339,-0.086700745,0.04822413,0.014894622,0.06836575,-0.07204553,0.059053462,-0.059674535,-0.06726881,-0.06714684,0.062914945,0.033039443,0.004613085,-0.028233903,0.07544011,-0.02151098,0.063319884,-0.012173018,-0.024611114,-0.007464043,-0.039724424,0.049521875,0.000544078,-0.05355746,0.07991491,-0.023221755,0.0087105725,0.081294425,0.024847599,-0.07662039,0.08796643,0.025541611,-0.033018876,-0.07214559,0.058805037,0.024014551,0.0066922186,0.07877852,0.057719443,-0.06966502,-0.03765559,-0.05030217,0.04878926,-0.09329351,0.013977937,0.052491736,0.07535313
718.0,-0.031583652,0.06425146,-0.077873655,0.06929046,-0.07450227,-0.020542542,0.05945907,-0.07001652,-0.05414972,0.044450514,0.04400731,0.028229527,0.03878969,0.008544888,-0.04964019,-0.030860802,-0.063680455,0.08169011,0.01667836,-0.019829717,-0.0075988392,0.08945667,-0.069329716,0.017245967,0.0011777357,0.022290846,-0.09637796,0.07442478,0.08642366,0.013026637,0.039330166,0.08449987,0.041447725,-0.06949219,0.015257672,0.02134301,-0.0151738655,0.047288846,0.086873405,0.085113704,-0.009832126,-0.07735239,0.09696824,0.067779616,-0.07506746,0.084168375,0.07397927,0.0037676115,0.018255087,-0.020199459,-0.08904767,-0.032960553,0.06057069,-0.0990736,-0.033300165,-0.02036626,0.0074791205,0.08397112,-0.0307308,-0.03060936,0.04750025,-0.009556412,-0.055079035,-0.009512097
735.0,-0.0718286,-0.064722605,-0.00032644544,-0.01621491,0.08296918,-0.027521221,0.01611767,0.026452858,-0.09738111,0.032707475,-0.064392805,0.09221406,-0.070267454,-0.017075175,-0.082930066,0.09937485,0.00043900206,0.019077003,-0.0865847,0.049992096,-0.05801888,0.079610854,-0.05897207,-0.061862458,-0.092690066,-0.005586611,0.012968226,-0.08685827,0.055105522,-0.009342233,0.004878054,-0.01184745,-0.019847387,0.011928067,-0.06895195,-0.063614376,0.072357126,0.089223094,-0.025338138,-0.045851067,0.028799908,-0.018253166,-0.09492273,-0.06876948,0.043194447,0.031784788,-0.0945808,-0.055605568,-0.05378504,0.034378547,-0.09605789,-0.07917828,0.059983216,-0.06429107,0.03054922,-0.052363444,-0.08011172,-0.05136556,0.044453386,0.07113929,0.06604397,-0.020563293,0.033617027,-0.05900314
788.0,-0.041370455,0.07926717,-0.097399615,-0.0828983,-0.058422748,-0.09469356,-0.06371291,0.016608313,-0.01571509,0.07853434,0.063488714,-0.03163653,-0.048115313,-0.024061518,0.01805899,-0.04638727,0.02482978,-0.01811767,0.010409436,-0.012774694,-0.04110685,0.08969066,0.052721158,-0.07197736,0.073693596,-0.0025137602,0.07891045,0.05997105,-0.014957299,-0.09550614,-0.04626453,0.008326843,0.026695644,-0.048422463,-0.07212879,0.06698605,0.096880436,0.0051380363,-0.06566414,-0.045538533,-0.096321866,0.08285976,-0.07644978,0.015303295,-0.045188956,0.0108356,0.030284077,0.06594836,-0.058715746,-0.097800836,-0.07262287,0.08000373,0.07477801,0.01948262,0.020103373,0.033007335,-0.064925745,0.08288239,-0.016245894,-0.023372294,0.003783541,-0.09060681,-0.06674333,0.04760672
796.0,-0.08344027,0.020630421,-0.05093018,-0.022140877,-0.042261254,-0.028865457,0.04380918,-0.040575657,0.013280928,-0.0047899196,0.032734234,0.08736595,0.046514418,-0.057011925,-0.093763374,-0.04754719,0.019015586,-0.08971484,-0.0007267506,0.01936857,-0.03315122,0.05418244,-0.07868035,-0.08497244,0.045637753,-0.0009017368,0.03768048,-0.013034532,-0.050719593,0.06382047,0.059883177,0.038939293,-0.045570973,0.018046133,-0.02780522,-0.08168358,0.083462715,-0.07263628,0.09004747,-0.010798845,-0.06297342,0.00838019,0.07458917,0.04644498,0.06131223,0.031756673,0.03845531,0.06983913,-0.050066397,-0.0021150073,-0.05575811,0.0975336,0.08881187,-0.092114635,0.041115034,0.08504967,-0.06388493,0.013589046,0.08309766,-0.0932108,0.039484054,-0.040530197,0.08487924,0.094211645
798.0,0.0888533,-0.005157157,0.07240853,0.068909876,-0.036179904,0.0657831,-0.092598476,0.019253975,-0.053998232,-0.07588662,-0.08460936,0.039257754,-0.032025006,0.044953354,-0.08692873,-0.03694193,0.007898258,0.058144633,-0.0362495,0.025178276,0.07719555,0.023172637,-0.053408105,-0.09511984,0.074019775,-0.095746115,0.07494033,0.0057874266,0.08781354,0.059756648,0.09958682,-0.029857637,0.053437658,-0.019613817,-0.004024876,0.025501093,0.074735425,0.096816696,0.053654682,-0.016446644,-0.0157286,0.04751646,-0.05224457,-0.07790518,-0.029075569,-0.042552203,-0.040738378,-0.05327845,-0.09158136,-0.09642521,0.09754448,-0.014445373,-0.023134671,0.035929456,-0.05634922,0.08999224,0.057269003,-0.082117796,-0.016483845,0.075823665,0.0889464,-0.0065196976,0.022682277,-0.06659321
880.0,0.09823372,-0.05366566,0.08854636,0.02992933,0.021547358,0.0025377022,-0.053866036,-0.0646944,-0.055902757,-0.06271235,0.055916894,-0.029974949,-0.08843146,0.09382053,0.07675718,0.08555046,0.09898157,-0.06522095,-0.020751595,0.051647697,0.039204124,-0.06922082,0.063166626,-0.055111885,-0.055236477,0.0073948847,0.018587988,0.016017241,-0.081702635,0.07549217,-0.046879992,-0.074097015,0.07774962,0.0911303,0.07242552,0.061903216,0.031048397,0.010171474,-0.08260265,-0.018309357,-0.025462296,-0.048049245,0.044684023,-0.00082485296,-0.08379076,-0.05596336,0.036651753,-0.08477383,0.070241384,-0.0009706946,-0.0038826845,0.018481556,0.06493619,-0.030438159,0.03560323,0.013146393,-0.046594348,0.075725995,0.059485205,0.031690367,0.07011635,0.07345884,0.041672595,0.06740267
904.0,0.03949429,0.036028154,0.023722276,0.050543327,-0.068278976,0.076174155,0.07436871,-0.09415054,0.06516335,-0.07422603,-0.03297623,0.04870165,-0.06784802,0.0635934,0.066426836,0.0014935468,-0.09872282,-0.042592373,0.023385383,0.096237235,0.026362706,-0.048039284,0.026801141,0.007997076,0.055969078,-0.07860387,0.05220558,0.008253315,0.0925984,-0.031625565,0.026524378,0.08640562,-0.07949805,0.0874457,0.037577145,-0.08643259,-0.039807286,0.041634418,-0.08652988,0.016434092,-0.030823389,0.024183104,-0.09085159,0.07430736,0.094697796,0.09377557,0.049930368,-0.07398275,0.05165264,-0.09508262,-0.09557529,-0.035277955,-0.0022713619,0.054081485,0.036659077,-0.010819458,-0.045274667,0.0994249,-0.01476374,-0.009722595,-0.06727523,0.05896191,0.038736444,-0.055846076
948.0,-0.08352379,0.03609986,0.030902242,-0.045348093,0.090172715,-0.06978842,-0.01353304,0.08872318,-0.016054537,0.027705189,-0.02048112,-0.04515696,0.09679553,-0.018133199,0.07881984,-0.05400908,-0.05737906,-0.093773186,0.030333364,-0.02629473,0.07287165,-0.0053580184,0.09363869,-0.062894896,0.073724635,0.05531937,0.05418437,0.06895664,0.0522048,0.025244065,-0.073751025,-0.093494765,0.08416957,0.023330063,0.05930746,-0.0036955297,-0.07653836,-0.07496284,0.037113056,-0.013938821,-0.059895054,-0.0016810907,-0.08715821,0.01639428,-0.04620132,0.05951182,-0.03792761,-0.00895597,-0.09767589,-0.08551062,-0.021501288,-0.004012233,0.02000411,-0.041667484,0.038996376,0.07202448,0.0559702,-0.092076235,-0.0038986106,-0.079013966,-0.051590998,0.09733252,-0.07150089,-0.00022236932
965.0,0.023631146,0.040492993,0.0119297365,-0.09804583,-0.03470774,0.0035423287,-0.0824267,-0.029874614,-0.09335938,-0.0842843,-0.020615345,-0.073456846,0.01350817,0.037892994,0.06011734,-0.05996995,-0.06650348,-0.07908643,0.027286049,0.041295145,-0.09368277,0.08724245,-0.08960574,0.008259267,0.041812103,0.07419383,0.042817388,0.060345616,-0.03210996,0.06296502,-0.08397703,0.07896333,0.009518475,0.06345955,-0.009536343,0.02871554,0.0052805324,0.046317905,-0.083674006,-0.087929584,-0.050579354,-0.068091065,0.07435671,-0.0561572,0.09517305,-0.032620843,-0.063576415,0.0579397,0.031741556,-0.0003608567,0.01107271,0.043840356,-0.05430905,0.09926678,0.09495863,0.030065138,-0.06009151,0.03604565,-0.08556032,-0.0938695,-0.048463423,-0.0074754087,0.0736545,0.045433816
989.0,0.048541304,-0.0149013335,-0.030813001,-0.025792247,0.09752991,-0.09197816,0.0734063,0.015735082,-0.012276916,0.045051534,-0.0026662117,0.07468465,0.080140375,-0.015655814,-0.04463444,0.018470066,0.08247267,-0.05786756,0.024593316,0.026312044,0.046622604,-0.073686466,0.043164995,0.0818065,-0.06406338,-0.052491333,0.09427902,-0.06380461,0.070877016,-0.0015444288,-0.050553784,0.07414998,-0.010938949,0.0029634708,-0.028153326,0.01859017,-0.06729522,-0.021783693,0.093882464,-0.04837331,0.031347334,-0.034961987,0.054694626,-0.07382527,0.09396421,-0.009242091,-0.052789908,-0.085300654,-0.06604842,0.0039547896,-0.032599363,0.065776676,-0.013822495,-0.050257146,0.023428997,0.041355442,-0.06659162,-0.06647616,-0.09266572,0.047280405,0.032760907,-0.005073825,0.06883409,0.06113403
1009.0,0.017070873,0.07365426,-0.05883176,-0.07761607,-0.04605008,-0.08858263,0.0062339054,0.08732114,-0.092131294,-0.07557802,-0.009560195,0.086775005,-0.03676878,0.0014469618,-0.09168543,-0.07033136,0.097326025,0.09302374,-0.099012,0.090362355,0.027823988,0.07358366,-0.009052029,0.0031192058,-0.002230684,0.033372853,-0.07206975,-0.09400528,-0.038414013,0.040936153,-0.05962931,0.034686487,0.093982406,-0.08121986,0.034520425,-0.011249956,0.07362845,-0.06457004,0.03852519,0.06762306,0.08892284,0.036649607,-0.0005650472,0.023569448,0.073781,0.01412195,-0.093922585,0.08618974,0.03790535,0.035302676,-0.05686497,0.031777095,-0.02122712,0.030246595,-0.078681394,0.03156906,0.099882744,-0.090357594,0.09543484,-0.018618409,0.07415069,0.056477096,0.013403252,0.04768984
1070.0,0.075703114,-0.019171936,-0.034593366,0.033518676,0.061569188,0.052457027,0.05956273,-0.012883337,0.06356684,-0.07595819,0.00889782,-0.09884827,-0.035082836,-0.026707694,-0.020765461,0.039093442,-0.02228838,-0.010261276,-0.052491173,-0.025349641,-0.054546073,-0.08536082,0.020689718,0.03364256,0.023898069,-0.0073011913,-0.024042845,0.07266673,0.003816357,-0.0041636243,-0.09487159,-0.031750433,-0.023960875,-0.020235443,0.016034475,0.0067205094,0.021581018,0.052976653,0.06259715,0.043624613,0.09110474,-0.096353486,-0.060844403,-0.09848742,0.029494943,0.07960611,-0.05130354,0.08540691,-0.08794652,0.0868872,-0.029675463,-0.07971583,-0.002825648,-0.048644688,-0.04302542,-0.038542006,0.06060518,0.007832255,-0.03773846,0.022066757,0.043230135,-0.0454752,-0.01729018,-0.07562278
1071.0,-0.06377013,0.03622357,-0.06371233,0.0050326767,0.041809253,-0.07862461,0.013462444,-0.048687443,0.09258538,-0.0032908707,0.06119851,0.010045309,-0.09131749,0.026630275,0.09028067,0.020322364,0.063837774,0.076841295,-0.054384045,-0.057591032,0.022196198,-0.017794305,0.06797226,0.080004625,-0.029315725,-0.052625887,0.056105103,-0.045038793,0.06452286,-0.015252349,0.03350998,-0.080892935,0.024771865,-0.009646464,0.017321693,-0.06639716,0.047374748,0.07255942,-0.05665204,-0.08085709,-0.09527228,0.0283943,0.021418808,0.0093394825,-0.053610582,-0.0218188,0.018895267,-0.0006466282,0.097557105,-0.07271205,0.03902891,-0.019136246,-0.014360077,0.043519553,0.03848723,0.0982512,-0.07432114,-0.07917807,0.044867765,0.015677383,-0.045167867,-0.08411612,-0.08286835,0.07883818
1183.0,-0.061626535,-0.035325687,-0.05466872,-0.029000739,-0.08611523,0.0038119582,-0.08647749,0.0600713,-0.053257585,0.008002383,0.076015815,0.030175474,0.0065915575,-0.03513325,-0.03339962,0.033897392,0.09882787,0.032367837,0.011556683,0.046130102,-0.0069588777,-0.08797153,0.012459363,0.091525055,-0.06493941,0.03800098,-0.05981326,0.0071655368,-0.08066471,-0.0099258125,0.051232666,-0.030485695,0.032982346,0.059089992,0.08543556,-0.053071585,-0.020136816,-0.0695168,0.0984967,0.085400194,0.007991426,0.06840666,0.0041915956,0.024717137,-0.08217511,0.051054083,-0.0744573,0.065213524,0.05640562,0.04174894,-0.092767924,-0.03937433,-0.047377486,-0.027972719,-0.08247145,0.08739156,0.010760448,-0.038895138,-0.020603696,-0.010559492,0.020118866,0.0031358856,0.0838784,-0.0006073034
1185.0,0.0984316,0.07028499,-0.0582979,0.08611904,-0.07672672,0.063489944,-0.02387534,0.075594865,0.07361134,0.06118508,0.058006085,-0.039064173,-0.08381614,-0.019403964,-0.0652951,0.03899022,-0.030780055,0.09512204,0.028194416,0.064496115,-0.07349507,0.072402894,0.08455144,-0.0025876162,0.021250587,0.05296196,-0.06503227,0.0005132153,-0.020267395,-0.0707252,-0.026493115,-0.086365536,-0.09483762,-0.07296674,0.092623025,0.009905907,0.09316443,-0.013500424,-0.03763677,0.0012283726,-0.012097662,-0.07886706,0.028165262,-0.056792364,0.023917591,0.030040218,-0.06959503,-0.08773007,0.056152318,-0.008039915,-0.08836724,0.09897327,-0.08844389,0.039007045,0.09673578,-0.05216398,-0.07155012,-0.075723015,-0.03934497,-0.07979084,0.038432267,-0.08754164,0.0018844256,0.09933937
1350.0,0.06279405,0.023043888,-0.038749278,0.024779167,0.0054082926,-0.014783323,-0.073857926,0.077320844,-0.010043071,-0.061075497,-0.02644813,-0.01717405,0.065507576,0.046722878,0.053860977,-0.09779375,-0.0167692,-0.0037311697,-0.096161544,-0.048037358,0.052057963,-0.07257806,0.0070620263,-0.056959625,-0.09757584,-0.05175971,0.09517475,0.06030742,0.09191533,-0.0024291913,-0.07805276,0.009591898,-0.009124533,0.068871416,-0.08038349,-0.0023517725,-0.06999027,-0.035064816,0.047471415,-0.004796374,-0.024822343,-0.021104744,-0.008110646,0.057003308,0.078416936,0.091066934,0.057380676,-0.03691862,0.03762694,-0.012479375,-0.049065877,0.06817432,-0.09231473,0.080352396,-0.007704507,0.027440295,0.031870786,0.07902355,0.027333936,0.022786718,-0.086669594,0.0036816043,-0.0699662,0.047486752
1402.0,0.0024443842,0.036045555,-0.09166542,-0.08304159,0.043264676,-0.085583135,-0.08574866,-0.0975783,0.09130028,0.047501672,-0.029349718,-0.040692884,-0.030059354,0.054930706,0.032274123,-0.062960885,-0.06517813,-0.08032087,0.032060545,0.05287453,-0.046990715,-0.09581101,-0.08356567,0.093572006,-0.040911045,0.05384463,0.024932714,-0.023612073,-0.05886255,-0.07572272,0.023002593,0.054926757,0.028780852,0.0060604266,-0.09160975,0.09369776,0.05974284,-0.041435592,0.09599406,0.020376317,0.016484533,0.049614634,0.062353957,0.03129572,-0.07438085,-0.0323465,0.08561673,-0.05507688,-0.025566595,-0.013584623,-0.012119002,0.022587916,0.088615164,-0.051861458,-0.075699724,-0.0605059,0.07738498,0.029162163,-0.042818643,0.06318939,0.072274,0.069302864,0.08378531,-0.049551796
1513.0,0.051008385,-0.0078921,0.06839971,0.045698136,0.05528949,0.031232368,-0.06451425,0.009005384,0.096933946,0.08747762,-0.091365255,-0.06703704,-0.07365424,0.04519598,0.063557066,-0.057297725,0.0011705386,0.0681406,0.04656031,0.008447441,0.018069537,0.0016721094,-0.04049031,0.013004399,0.03777706,0.074664585,0.027258271,0.05222431,-0.067985676,-0.007688505,-0.098133676,-0.050664227,0.045292344,0.09836199,-0.08016438,-0.019701136,0.060014192,-0.059192874,0.01101699,0.04661426,0.02319709,-0.062395055,-0.028923087,0.056758355,0.010845303,-0.098954074,0.052198153,-0.09293773,0.049146757,-0.059503887,0.09161469,-0.02641185,-0.034613676,-0.07022239,-0.038879156,0.07533015,0.099266864,-0.026338093,-0.010277874,0.04441419,0.077239156,0.018608866,-0.02169486,-0.017475631
1520.0,0.03912363,-0.099356346,0.023917867,-0.028901398,0.058839466,-0.08140187,0.017640453,-0.003805422,0.028465105,-0.08702928,0.015996758,0.012296918,0.012132019,0.020697534,0.035293587,0.0609978,-0.046035856,0.065009885,-0.00034886354,-0.08458834,-0.08828981,-0.033152338,0.056979395,0.041536186,0.057722993,0.0034538114,-0.0119602,-0.07050949,-0.03436145,-0.013196127,-0.08227991,-0.05587761,0.01964506,0.047132622,0.0996695,0.08662266,0.02851304,-0.01575039,0.027235473,0.05713032,-0.07633276,-0.018019022,0.067960456,-0.02323341,0.0143744545,0.017553871,-0.06310475,-0.027552912,-0.033097744,-0.09476066,-0.09516165,0.06633941,-0.045385838,0.0036157533,-0.040254883,0.088135846,-0.04814065,-0.014068637,0.07454605,0.06838671,-0.06277972,0.060528662,-0.008362623,-0.0034062255
