item_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
11.0,-0.013997214,-0.093558885,0.41296464,-0.35171703,0.3777084,-0.3620345,0.3141358,-0.12410796,-0.3283357,0.2839537,-0.20463511,-0.03992862,0.42668602,-0.50252473,0.17769042,0.12085316,0.13224262,-0.024800738,-0.23642854,0.35785228,-0.30587322,-0.22832124,-0.2216489,0.06933533,-0.23885202,-0.08588795,0.026220415,-0.01263856,0.58589953,0.23254566,0.2230721,-0.072073184,-0.12910625,0.13448536,0.067623064,0.3325714,-0.1882158,0.115274996,0.36348155,-0.19891989,-0.0578997,-0.001505049,-0.4797249,0.07461059,-0.17033316,0.06251393,0.38915673,0.13521782,-0.18360117,-0.023291238,-0.058441687,-0.30672726,-0.37296242,-0.14791755,0.18887416,0.12513137,-0.4066741,0.6244445,0.2800105,0.09962668,-0.30974385,0.15921965,-0.11882648,-0.05366082
12.0,0.13791136,0.27741584,0.21220481,-0.22880663,0.30192122,-0.6248735,-0.03917115,-0.12704408,-0.29460198,0.046747223,0.25557905,-0.3542004,0.20566216,-0.54586256,0.2623013,-0.01614807,0.045299128,-0.579589,-0.4698955,0.25049815,-0.26064375,0.033088684,-0.27856898,0.16555841,-0.03492783,-0.19204739,0.04335237,-0.5287351,0.3622704,0.022460341,0.0844803,0.01419942,-0.4101471,0.17620838,-0.15462334,0.5537543,0.00025185314,-0.22983588,-0.021575272,-0.45589995,0.11899842,-0.27241772,-0.18673149,0.21643572,0.18615408,0.34175268,0.34530637,-0.44306898,-0.14287928,-0.07420223,-0.043696813,-0.24694178,-0.0076744147,-0.25013176,-0.25688478,0.16467594,-0.14316948,0.2698373,0.36842167,0.08846416,-0.196458,-0.11383441,-0.2676024,0.03701018
13.0,-0.10941747,0.2390501,0.05141388,0.12321431,0.34819314,-0.8083027,0.35143808,-0.4493011,-0.12015841,-0.026630156,-0.054210097,-0.17529675,0.42516086,-0.3640381,0.12307309,-0.03652228,-0.14632471,-0.40554982,-0.29023623,0.22630301,-0.16074161,0.15191181,-0.25627157,0.394084,-0.3294046,0.06539798,0.39569125,-0.2125433,0.08888441,0.12852652,0.45811602,0.33954078,-0.5661143,0.34801078,0.364476,0.4026439,-0.24432832,-0.042730704,0.1226012,-0.3946997,0.19646902,-0.035939313,-0.44948334,0.21836421,-0.15113516,0.42540935,0.3285632,-0.06375931,-0.0988582,-0.099661954,-0.0082977945,0.0052662687,-0.09649925,-0.38139832,0.32740524,0.12118317,-0.32671022,0.36968333,0.06989689,-0.17803389,-0.23826388,-0.07798398,-0.24112737,-0.0802711
18.0,0.095270574,0.09990784,0.40805274,-0.11882038,0.3189727,-0.51945657,0.35073212,-0.07529392,-0.47018725,0.15818836,-0.5285559,-0.16155824,0.2600487,-0.7919359,0.26432434,0.022887444,-0.012520838,-0.23789549,-0.3036664,0.18600382,-0.4161813,-0.09158801,-0.267827,-0.027235046,-0.21714404,0.11563666,0.39918408,-0.28051922,0.15432486,0.10420587,0.5053981,-0.092064224,-0.18669505,-0.032986417,-0.13632092,0.45338184,-0.38867682,-0.037483245,0.27890268,-0.3832355,-0.09678158,-0.113457985,-0.28885138,-0.07872898,-0.06698333,0.026571553,0.35988197,-0.033264212,-0.16295022,0.08110907,0.046237767,-0.36087486,-0.33245096,-0.0055795065,-0.09205378,0.03510812,-0.43862915,0.5005618,0.2556311,0.03337895,-0.38016582,0.0018161777,-0.1745332,-0.31145662
19.0,-0.05267559,0.24025923,0.1924307,-0.12194049,0.21602425,-0.70517,0.16635402,-0.5101908,-0.32279882,-0.008477222,-0.4019832,-0.1634727,0.33834812,-0.46394068,0.6087766,-0.020605424,0.04561933,-0.19763583,-0.3372512,0.27456567,-0.34572735,-0.0090101855,-0.22490966,0.27191404,-0.28132868,-0.023239616,-0.12201189,-0.48219424,0.27091485,0.22954744,-0.013997551,0.25227088,-0.28597993,-0.05136271,0.06658127,0.655856,-0.16984181,-0.004239155,0.49065834,-0.051160377,0.14582191,-0.19749321,-0.37267655,0.31086484,0.08324353,0.07308489,0.21746124,-0.25425458,-0.037623838,-0.02156169,0.2746154,-0.11135561,-0.24989645,0.022403965,-0.20547561,0.11679065,-0.021585543,0.6222147,0.47850454,0.025288932,-0.31281626,-0.053960375,-0.062134117,0.06838739
21.0,-0.0007406641,0.046350498,0.34501997,0.10162992,0.29736748,-0.4739427,0.34972042,-0.4352565,-0.2407627,-0.040536426,-0.14937648,0.08409818,0.12523466,-0.54668254,0.65055746,-0.07105886,0.44411403,-0.06381454,-0.23924421,0.39046702,-0.27231285,-0.224031,-0.14057618,0.01613824,-0.25194967,0.04277436,0.14016744,-0.1870597,0.3269875,0.079282045,0.30588982,0.13549235,-0.3901689,0.32612416,0.3585986,0.29100305,-0.4085476,-0.2386187,0.36150762,-0.44975042,-0.20779847,0.070509836,-0.42722112,0.3578152,-0.14653842,-0.08018839,0.032426883,0.124249525,-0.23882091,-0.15161902,-0.30151874,-0.3332049,-0.20746632,-0.121398516,-0.0069589894,0.25845635,-0.12460422,0.6638878,0.19356047,0.09300395,-0.27026004,-0.21858619,-0.20174786,-0.26025307
22.0,-0.09653704,0.19903554,-0.020762062,0.1130312,0.17571265,-0.60979676,0.044904932,-0.28774157,-0.24669571,-0.05422619,-0.23370948,-0.1128777,0.45684344,-0.3177515,0.14548388,0.07512487,0.1366618,-0.48418993,-0.19068985,0.23074712,-0.17314783,0.32883987,-0.29890457,0.4564123,-0.15894592,-0.11814646,-0.0066647185,-0.26668954,0.023891974,0.06777763,0.053341668,-0.020509057,-0.29224157,0.2929298,0.3222478,0.19099817,-0.036807023,-0.08850028,0.12999992,-0.30642122,0.0074254293,0.16632237,-0.38702717,0.6252431,-0.5306628,0.29179084,0.22956668,0.12719621,0.023184218,-0.27524906,0.049644504,-0.10783667,-0.23826347,-0.1412373,0.10323339,0.05386816,-0.02600034,0.044032477,0.013891,-0.27453557,-0.36471933,0.06672278,-0.16952185,-0.15285462
23.0,0.089620754,0.15154952,0.31067783,-0.122735634,0.32732114,-0.5876585,0.21894594,-0.23098484,-0.2509708,-0.14059968,-0.10342586,0.16598503,0.17185542,-0.55747736,0.42085248,0.15013212,-0.046694808,-0.06290585,-0.3977143,0.3725904,-0.24334379,-0.018811319,0.07983692,0.06918444,-0.29829144,-0.08569743,0.13795447,-0.1651049,0.09208013,0.057689138,0.43404913,0.25631875,-0.48373094,0.21239758,0.19536632,0.44694975,-0.34096804,-0.071767256,0.25569832,-0.5397914,0.44615853,0.11797372,-0.20807469,0.05793365,0.27688214,-0.042529766,0.09834108,-0.02634058,-0.14896652,-0.1956158,-0.01971706,-0.3482935,-0.22759233,-0.072496764,-0.0126392,-0.012896048,-0.45256147,0.5489262,0.089950934,0.34760973,-0.111471854,0.21015185,-0.5783372,-0.22272798
25.0,-0.20720361,0.11817796,0.3811592,0.017540224,0.080823205,-0.8166833,0.03937485,-0.42215827,-0.21875995,0.06418702,-0.21410708,-0.112933144,0.10667118,-0.64292705,0.33779687,0.13112521,0.23743236,-0.3420239,-0.25866,0.32545778,-0.11389587,-0.27033687,-0.32509804,-0.03211148,-0.32046402,-0.03456098,-0.022848275,-0.5179863,0.13378009,0.0625066,0.2543839,0.2188578,-0.36685356,0.26728746,0.048566215,0.67946273,-0.22553267,-0.1188841,0.26233754,-0.24126618,0.021931002,-0.101141565,-0.39401922,0.06899878,-0.22578758,-0.27926916,0.21334058,-0.053647324,-0.08847884,-0.072777964,0.114756845,-0.19008505,-0.33102295,-0.031223586,-0.09140607,0.028103573,0.08225546,0.6020346,0.37984696,0.00023408979,-0.34160388,0.0460229,-0.29701933,-0.03346562
26.0,-0.08710306,0.72924954,0.50042003,-0.20479706,0.1699489,-0.709625,0.13086364,-0.49310917,-0.34759238,-0.15685768,-0.47898412,-0.25451356,-0.055299785,-0.16928898,0.48164156,-0.15294836,-0.23828647,-0.33947998,-0.2686821,0.23443235,-0.22852127,-0.08974464,-0.44542,0.412097,-0.4780844,-0.1325624,-0.12984133,-0.43213335,0.66454273,0.23091155,0.03510948,0.12761341,-0.23739,0.17861351,-0.09338043,0.5629456,0.11290487,-0.113102406,0.50976837,-0.0621309,0.057466112,-0.13487937,-0.44959953,0.31481835,-0.10860648,0.07429144,0.5414126,-0.44435558,-0.3412285,0.23890984,0.40075356,-0.23340468,-0.33151412,-0.10836779,-0.27134085,0.12591697,-0.31782597,0.4363894,0.5250216,0.20346266,-0.43136114,-0.038140565,0.22270258,-0.16269684
27.0,-0.24456991,0.35723048,0.10469694,-0.13298556,0.2924383,-0.602283,-0.2530941,0.04314877,-0.42705363,0.08725417,-0.123189844,-0.634316,0.115728,-0.47026062,0.5296145,-0.18688789,0.058500618,-0.28496596,-0.14482972,0.32914332,-0.13960598,0.0521887,-0.27228102,0.54422975,-0.22871213,-0.016048472,0.33324733,-0.4232474,0.084649295,0.5971239,0.33296967,0.0006347364,-0.096427605,0.09543698,0.14292233,0.44214737,-0.17447644,-0.35967955,0.5327047,-0.56883585,0.26954222,-0.05663894,-0.22707313,-0.09063656,-0.22015655,0.07078749,0.29827207,-0.29737404,-0.18568805,0.010305531,0.01727257,-0.05592112,-0.13004902,-0.6874392,0.15233736,0.20938854,-0.6961595,0.5236784,0.1752366,-0.040981777,-0.3433215,-0.19043905,-0.17969774,-0.12006343
28.0,-0.12066665,0.062435385,0.2530545,0.046897277,0.10214002,-1.0003785,0.18085398,-0.28046373,-0.37932262,-0.009769596,-0.24336854,-0.12734431,0.2601271,-0.40967053,0.7042196,0.18102394,-0.0047953287,-0.10912962,-0.5306757,0.31765267,0.01523085,0.06104384,-0.31265503,-0.17938876,-0.24307941,-0.009579647,0.48940155,-0.45199692,0.37117144,0.097630806,0.47902775,0.14634968,-0.34418306,0.10420179,-0.016444994,0.8029782,-0.33217332,-0.16143923,0.42605072,-0.250396,0.112543434,0.011976441,-0.23691508,0.068790235,-0.029838093,-0.10400973,0.42355388,0.0147133935,-0.3348854,0.13304138,0.19231549,-0.2749424,-0.4441388,-0.12193131,-0.31218588,-0.019728856,-0.08366584,0.23540966,0.41561282,0.2199719,-0.07948101,-0.29841566,-0.188777,-0.17303145
29.0,-0.011283116,0.2278983,0.35928315,-0.18887076,0.4163678,-0.55259573,0.3694092,-0.2307905,-0.48497885,-0.046947774,0.07904974,-0.048574824,0.60525143,-0.8983681,0.38628963,0.29520363,-0.027499348,0.07785008,-0.3895716,0.3458759,-0.22044364,-0.036849048,-0.6074304,-0.12599333,-0.34541154,-0.25735733,0.15861814,-0.29265007,0.14838724,-0.008172384,0.38821143,0.031461537,-0.61560273,-0.00077106804,0.07341755,0.427733,-0.22308236,0.007276835,0.36645183,-0.5331178,0.2251613,-0.1314736,-0.21075349,0.22439958,0.1260962,-0.014399592,0.36396438,-0.24766971,-0.21260354,0.037928008,-0.09731295,-0.27144852,-0.5316969,-0.18246384,-0.29954436,0.06827365,-0.47304472,0.62378466,0.077234864,0.24315003,-0.3610917,0.04316903,-0.2712983,0.021931063
30.0,-0.07465087,0.28850412,0.28235555,0.29594076,0.30113542,-0.6106807,0.12326365,-0.5151797,-0.4161772,0.22556521,-0.068586,-0.25643757,0.30315775,-0.5537458,0.5531184,-0.0020112644,-0.04823134,-0.33496115,-0.34953323,0.3273168,-0.06811532,0.014564264,-0.13920347,0.30747142,-0.56146175,0.11347882,0.28270346,-0.34603372,0.32330692,0.3355725,0.5135367,0.24404001,-0.54036635,-0.044564188,0.018888356,0.5106774,-0.1636949,-0.43923664,0.5053691,-0.56482315,0.6111208,-0.28544846,-0.13736089,0.19644727,-0.116171464,0.054998796,0.092479564,-0.030799462,-0.27999198,-0.33923104,0.024183042,-0.10290644,0.042149734,-0.2615468,-0.16670813,0.10031086,-0.8556023,0.20371322,0.430016,0.05706229,-0.33621162,-0.12516978,-0.17345834,0.019074325
32.0,0.4692457,0.31003028,0.314057,-0.41084293,0.12835431,-0.62570876,0.2660403,-0.055302687,-0.5136523,0.21643175,-0.58669996,-0.22187969,0.3562195,-0.5119486,0.07720013,-0.1158295,0.3013193,0.22601719,-0.2006004,0.2307219,-0.3599925,0.14732777,-0.35164356,0.05383578,0.1256242,-0.023558374,0.11666267,-0.60546356,0.2607961,0.08836143,0.119405344,0.11056817,0.010879656,-0.03510619,0.21332392,0.4798526,-0.036525704,0.25892705,0.3914174,-0.40347213,0.23401469,0.03388519,-0.48423547,0.16800891,-0.34632543,-0.023599122,0.056155745,-0.45551842,-0.034730323,-0.16358513,0.03018675,-0.35149425,-0.6376018,-0.1815454,0.11904034,0.006008869,-0.0886898,0.6927459,0.34581253,-0.066120625,-0.49373692,-0.20546426,-0.24528751,-0.12678497
33.0,0.0089190435,0.28557613,0.43800184,-0.30098417,0.14624128,-0.4748886,0.39483264,-0.11803857,-0.28149867,-0.010297254,-0.060899824,-0.034591082,0.39452088,-0.38521612,0.11926038,0.1247574,0.44157487,0.010158682,-0.6135427,0.1769579,0.02532179,-0.107336,-0.5882705,0.16077624,-0.12871009,0.061980043,-0.33077154,-0.49420854,0.5422252,0.17912282,0.2193789,0.11077022,-0.31905138,0.3262511,0.04859534,0.14799792,-0.19813663,-0.09500496,0.3975931,-0.23516658,0.057935953,-0.1315248,-0.38115644,-0.039091505,-0.04328518,-0.022084,0.30911613,-0.065657884,-0.071066014,-0.18011948,-0.106505655,-0.3351403,-0.28518587,0.13448162,0.09669348,0.1797661,-0.17677777,0.5189865,0.13822065,-0.12361839,-0.28574497,-0.017691879,-0.07676211,-0.011421557
35.0,0.011641471,0.3677022,0.2376467,0.10616634,0.32026356,-0.611541,0.27972776,-0.25994703,-0.16253151,0.22435488,-0.19440924,-0.0020405338,0.27348772,-0.38334918,0.16656199,0.17455831,-0.29249507,-0.11082235,-0.19299296,0.29392517,-0.10659509,0.23443109,-0.17901486,0.3796234,-0.7194397,-0.11017351,0.33820194,-0.17205694,0.087997705,0.03215497,0.27668533,0.038742278,-0.5786486,0.17745939,0.29127863,0.35868633,-0.27516714,0.08701447,0.0916785,-0.32829452,0.4029024,0.012021152,-0.46019232,0.11766817,0.00070037326,-0.062191967,0.30041477,-0.14180164,-0.3115585,0.14871398,-0.08836532,-0.51492274,-0.44924685,0.19720866,-0.04412175,0.2654097,-0.3889624,0.47491485,-0.06152882,0.10431234,-0.24330375,0.070681415,-0.5364201,-0.26625857
36.0,-0.1828756,0.2047967,0.060606286,-0.15947907,0.25027964,-0.5983141,-0.21200703,-0.4661211,-0.3417663,-0.25266287,-0.13394274,-0.07671617,0.1843919,-0.44066915,0.4941702,0.053089563,0.0374016,-0.17022592,-0.0005432572,0.46555954,-0.3539715,-0.28108487,-0.096603096,0.25580332,-0.21280533,-0.05520602,0.3941745,-0.56047136,0.08702125,0.28682387,0.33144233,0.17974436,-0.26611117,0.10214525,0.16371034,0.6773721,-0.18743455,-0.06125758,0.42499137,-0.15992242,0.26345596,-0.031775273,-0.16600075,0.36683938,0.033946656,0.018274512,0.14042662,-0.052878328,-0.2048051,-0.09772063,0.056544714,-0.17718141,-0.20793177,-0.38641357,-0.13586895,0.057780355,-0.09084766,0.37960282,0.35997203,0.004703574,-0.16353032,-0.25719512,-0.21582937,-0.030878555
37.0,0.051940963,-0.09913895,0.30720225,-0.109029226,0.005740146,-0.33841145,0.45797807,0.5142774,-0.42160046,-0.22668447,-0.06280035,-0.23477016,-0.008891608,-0.26044637,0.045315843,0.25560436,0.1753485,-0.285864,-0.025058987,0.3006431,-0.40051302,-0.05119848,0.01910431,0.22478122,-0.27818257,-0.19953865,0.24733195,0.01623925,0.1389011,-0.04197909,0.7177984,0.35368672,-0.3169971,0.33642882,0.35341766,-0.22975048,-0.07607066,-0.51123613,0.22664109,-0.4347466,0.24157427,0.09640038,-0.72202724,0.0655603,-0.20130432,0.12594193,0.029774453,-0.31142184,-0.3939019,-0.136849,-0.3062322,-0.26702887,0.03130689,-0.25133926,0.1445237,0.24810077,-0.34497157,0.6264658,0.25274634,-0.098863415,-0.1162029,0.16305713,-0.22420599,-0.22649378
38.0,0.08629447,0.10110008,0.43971944,-0.23346998,0.42906997,-0.30712557,0.3589929,-0.16389579,-0.4663374,-0.027718596,-0.415245,-0.022724302,0.22170462,-0.5134351,0.23286824,0.1561423,0.032243203,-0.062599674,-0.53268045,0.15096922,-0.54116935,-0.20975114,-0.14104994,0.011703937,-0.19598961,-0.119117714,0.04090439,-0.5412935,0.4251851,0.21562308,0.25519207,-0.05932404,-0.08532447,0.063228406,0.07468315,0.54098415,-0.35634488,0.07015391,0.43749258,-0.27189612,0.07190463,0.243034,-0.34813952,0.049628593,-0.06353391,-0.039952878,0.42074952,-0.19507152,0.013045616,0.12801099,-0.05041992,-0.48969385,-0.36831817,-0.2520152,0.11633087,-0.037181556,-0.50191945,0.5765935,0.41797212,0.25794318,-0.10961974,0.43050474,-0.014261706,0.07287333
39.0,-0.12001395,0.19570833,0.43546435,0.09230376,0.75420153,-0.62439334,0.5035691,-0.25997147,-0.28780964,0.010401115,-0.088999346,0.2761728,0.36368933,-0.4979247,0.26097274,0.08026468,0.04245256,-0.4028031,-0.24283718,0.09557597,-0.2462288,0.3782102,-0.21920885,-0.17025036,-0.6144075,0.2968702,0.27483234,-0.0888743,0.20625429,-0.0043287044,0.63051766,0.20324317,-0.5839731,0.24257562,0.2525405,0.47760513,0.0126982415,0.087285504,0.5265874,-0.35612106,0.076980785,-0.10044174,0.2014579,0.035276785,-0.3161857,-0.03265564,0.4494325,-0.17843364,-0.25845876,-0.018640243,-0.06779223,-0.46420923,-0.28987932,-0.48388857,0.3223283,-0.20860551,-0.46055365,0.41415566,0.39947572,-0.09164102,-0.27505368,0.0122432355,-0.34339646,-0.111706324
