user_id,outfit_id
913646,4960
913867,2827
914260,7943
914500,421
914500,7425
914544,3431
914544,4105
914596,2839
914705,8637
914919,4615
915173,9053
915262,381
915317,2966
916087,1330
916326,8488
916360,9292
916518,9101
916721,3547
916912,4611
916987,3292
917270,3731
917483,8681
917835,6375
917967,3493
918365,6832
918745,6671
919033,3630
919036,6581
919257,3493
919444,8541
919567,8379
919673,3427
919855,4806
919855,5331
919886,965
920283,4691
920877,3630
920913,4271
921130,375
921172,152
921442,7580
921505,5273
921642,4862
921982,2881
922064,3226
922932,7298
923212,7532
923346,989
923390,8828
923560,8638
923572,5213
923790,8902
923940,1114
924297,4806
924892,2241
924897,1312
925072,4407
925072,4831
925135,5119
925152,1720
925292,1651
925329,3731
925501,2311
925664,7058
925736,6417
925944,1898
926004,4803
926221,4971
926321,6050
926678,1653
926726,2350
926920,2003
926925,1968
927353,7183
927353,7639
927459,3893
927561,4465
927663,1114
927663,4806
928000,3893
928000,9253
928003,2414
928032,7306
928504,7238
928505,79
928505,7980
928619,6756
928672,4217
929095,4554
929102,5032
929459,882
929459,7943
929773,7931
929810,7931
930399,6996
930509,2350
930657,9248
930845,2678
930845,5513
930945,8978
931304,7119
931388,8635
931573,8548
931661,4937
931786,6746
932076,251
932246,8321
932630,1029
932635,4486
933247,5415
933332,1387
933711,4939
933899,3678
934192,2289
934405,1387
934557,6042
934626,3939
934662,1162
935152,906
935330,6605
935915,7622
936069,5338
936135,6133
936157,5449
936213,1113
936547,2571
937016,8853
937374,2578
937447,6138
937527,8590
937540,1733
937743,2678
937907,906
937978,3576
938417,76
938588,6248
938820,7210
938940,421
939339,2503
939877,6933
939906,7228
940291,3132
940336,3292
940356,7742
940694,3226
940694,4986
940715,1528
940742,7285
940793,5171
940987,3475
940987,6621
941038,4208
941089,2166
941575,6671
941575,9118
942517,5356
942649,4983
943053,4298
943123,3349
943360,6164
943418,6708
943421,4502
943421,9292
943665,4691
944147,2544
944330,3446
944626,6235
944721,6009
944743,8485
944789,1738
944837,1280
945219,6832
945505,1058
945505,4806
945505,6296
945613,6288
945614,7655
945655,8606
946403,7433
946527,8775
946663,5866
947255,8179
947449,212
947781,6244
948004,6685
948153,9229
948522,2249
948832,6706
949007,2881
949014,2085
949381,5393
949698,8273
949703,9292
949796,6067
949955,831
950286,7089
950486,2984
950581,2984
950807,6248
951381,90
952331,2435
952554,2062
952646,4217
952732,7514
952924,6065
952966,1461
953223,917
953862,1461
953862,4208
954047,5022
954079,3658
954207,1311
954734,5699
955076,5538
955862,4928
956106,6933
956301,8724
956894,4287
957361,2701
957609,2984
957795,6484
958038,339
958038,5458
958068,7580
958278,2881
958297,6846
958411,6461
958444,2775
958518,3059
958532,7580
958542,226
958606,5331
958735,625
959080,448
959142,7318
959195,3540
959332,358
959663,4691
959808,2115
960128,186
960241,7800
960253,6375
960562,6375
960756,108
961113,5331
961130,4298
961517,3107
961617,5022
961660,1547
961665,5510
961805,9176
961981,1184
962021,7835
962037,1953
962101,8548
962514,9065
962559,5578
962940,2984
963034,1320
963559,2314
963698,2119
963717,3272
964131,528
964259,2484
964288,1148
964337,3838
964515,1959
964564,3852
964564,5162
964661,9238
964800,3556
964855,1968
964924,2258
965039,9109
965128,1324
965522,7406
965744,5162
965930,7095
965948,5022
966480,8548
966594,1035
967068,2003
967434,6336
967809,2812
968015,1554
968098,7361
968297,8024
968538,3306
968640,4806
969080,8548
969116,6933
969356,9124
969598,6009
969876,2195
970000,9228
970102,6375
970104,2507
970107,2254
970382,8737
970844,3077
970911,1725
970913,1248
970913,6319
971267,1968
971316,4444
971416,6356
971478,7089
971482,4507
971704,6933
971724,1473
972145,601
972170,8292
972190,5194
972237,9140
972246,7573
973037,5517
973094,4721
973105,9304
973355,1371
973355,3163
973637,7609
973664,8050
974447,4078
974743,3704
975008,1482
975008,1636
975010,811
975224,4498
975367,2081
975648,8488
975663,9304
975874,313
976175,8789
976177,4517
976278,103
976306,7425
976416,188
976514,6255
976809,1461
976990,7228
977260,965
977344,3652
977345,2231
977421,4793
977480,3678
977480,4268
977598,489
977661,4305
977918,4263
977918,5393
978063,7043
978099,3561
978099,7832
978197,9024
978300,2241
978434,8764
978704,9304
978835,3233
978847,974
979007,5
979630,4691
979630,7577
979697,6933
979722,865
979862,528
980061,7544
980090,2650
980356,7251
980867,7298
980905,3893
980907,6336
981058,1184
981238,2110
981310,2289
981572,831
981642,4139
981806,9036
981823,9101
981876,5356
981909,7245
981911,2459
981911,8321
982031,3381
982496,1653
982796,1030
982972,5356
983175,8849
983443,5680
983525,3233
983937,2350
984066,6987
984218,9304
984325,3216
984372,205
984456,2546
984467,381
984507,2308
985195,5243
985393,8721
985508,906
985929,6178
986428,491
986447,4444
986762,8050
987094,6832
987159,1333
987165,5189
987265,4806
987265,9292
987554,5682
987704,5760
987830,5838
987830,6933
987977,9124
988052,6612
988207,888
988283,421
988283,5693
988451,5032
988851,7629
988929,8355
988988,2350
989030,4876
989399,226
989698,6375
990159,5169
990183,831
990299,7800
990814,3216
990866,6944
990969,4965
991168,6117
991197,9127
991326,375
991326,5463
991610,2033
992429,3630
992533,7027
992744,4691
993313,645
993463,5249
993533,8590
993809,5490
994144,766
994191,4231
994285,917
994771,2314
994849,827
994914,9203
995105,3181
995173,7361
995188,2571
995518,1842
996643,1892
996795,2571
996933,6114
996988,2216
997195,249
997416,3381
997484,4988
997760,8240
997777,7624
998013,2812
998179,448
998179,9292
998303,186
998367,3381
998374,7090
998414,8264
998502,7027
998641,7865
998870,3763
998901,3893
999436,7622
1000015,7485
1000316,2984
1000480,3731
1000564,7329
1000598,4110
1000815,846
1001056,1953
1001131,2246
1001559,8769
1001865,5212
1002038,4196
1002038,5024
1002177,3475
1002737,7466
1002911,6375
1003224,8853
1004013,339
1004119,6822
1004267,3271
1004284,2328
1004974,5212
1005033,7801
1005293,8541
1005321,6554
1005697,9081
1006142,6629
1006210,3678
1006467,702
1006483,6007
1006769,8333
1006891,7577
1006950,7581
1007010,4345
1007488,2874
1007656,4160
1008935,2231
1008979,2966
1009346,4841
1009686,3752
1009897,4876
1010014,21
1010403,5304
1010423,2419
1010850,4800
1011103,1058
1011479,1773
1011930,7514
1012351,3486
1012467,3292
1012699,6933
1012716,4806
1012716,6701
1012744,3576
1012809,7505
1012894,6164
1013157,2350
1013713,3493
1014005,6378
1014081,3292
1014465,8446
1014794,6551
1014886,5086
1014903,5245
1014959,7581
1015352,2691
1015352,5331
1015473,8548
1015667,1445
1015683,8548
1015854,339
1016084,2350
1016344,4622
1016445,6832
1016542,5698
1016569,8033
1016972,3446
1016972,3576
1017194,8191
1017216,9292
1017248,6671
1017530,2003
1017532,1842
1017556,6067
1017768,4691
1017870,4928
1018323,8812
1018365,9275
1018373,3629
1018392,9251
1018806,2166
1018829,9061
1018911,2873
1018911,3630
1019098,1330
1019270,4272
1019295,359
1019295,6504
1019559,6671
1019629,3661
1019696,1029
1019838,5399
1019983,7545
1020207,3899
1020361,5032
1020586,3381
1020685,6771
1021003,2746
1021081,9213
1021775,6666
1021795,7800
1022339,6375
1022428,6336
1022603,7800
1023046,8590
1023157,1073
1023997,122
1024217,7047
1024319,3661
1024428,2321
1024512,4844
1024855,6358
1024855,7747
1024924,378
1025596,512
1025596,1387
1025659,4503
1025878,6080
1026512,1060
1026534,2874
1026779,4175
1026936,1547
1027081,8116
1027651,1953
1027755,6944
1028640,4077
1028670,1330
1028703,1968
1028713,2746
1028968,906
1028968,4223
1029290,3514
1029661,6388
1029901,5843
1030013,7824
1030088,5022
1030100,2414
1030108,3895
1030184,1311
1030247,8109
1030775,6987
1031228,8548
1031278,9101
1031858,5246
1031861,5
1031861,4691
1031981,5494
1031981,5600
1032002,2310
1032052,2984
1032221,4517
1032373,8113
1032385,1738
1032693,5738
1032781,3423
1033161,6198
1033186,1719
1033190,3350
1033334,2909
1033342,7991
1033673,4928
1033691,6612
1033781,7742
1034048,7390
1034092,3752
1034311,375
1034431,3292
1034433,7805
1034844,2289
1034844,6063
1035032,6133
1035132,5521
1035167,5302
1035808,1807
1035808,6000
1035923,8576
1035924,5432
1036222,4222
1036368,5202
1036395,3561
1036534,898
1036534,4456
1036598,612
1036659,188
1036659,6933
1036932,5024
1036932,5171
1037136,2678
1037571,6778
1037618,3519
1038260,6336
1038417,6933
1038440,8333
1038611,703
1038860,1267
1038965,1754
1039250,761
1039476,8655
1039810,4972
1039915,6595
1039936,3514
1040007,1968
1040009,7425
1040009,7742
1040555,2607
1040564,1387
1040986,3893
1041039,4196
1041056,442
1041056,7577
1041178,4952
1041281,6786
1041326,1651
1041359,2350
1041489,8890
1041563,5680
1041673,2874
1041673,5224
1041684,8845
1042251,6987
1042489,7545
1042996,6030
1043738,6746
1043897,3370
1044182,7331
1044413,6313
1044527,6933
1044545,2838
1044557,6390
1044557,6666
1044602,3642
1045050,4126
1045294,969
1045347,7580
1045444,2502
1045768,5236
1045913,7426
1045937,2540
1045994,3381
1045994,8493
1046070,5356
1046179,1448
1046333,2764
1046380,469
1046425,866
1046642,2678
1046889,6367
1047069,5086
1047069,7980
1047111,6714
1047126,3378
1047367,4762
1047382,5171
1047419,6609
1047686,4415
1047872,2014
1047872,2696
1047872,4694
1047969,3233
1048067,1324
1048685,343
1048768,3168
1048994,4083
1049073,9286
1049170,4691
1049243,2873
1049610,5118
1049863,4975
1049915,2350
1050201,221
1050203,6746
1050564,6912
1050635,2294
1050720,6933
1050806,8465
1050843,2051
1050915,1908
1050978,5181
1051532,1650
1051597,3935
1051616,5280
1051669,6671
1051692,1547
1051692,8050
1051720,4702
1051848,3642
1052080,489
1052080,2839
1052091,4694
1052297,1018
1052376,3534
1052376,7331
1052616,6082
1053046,5191
1053046,7499
1053051,4873
1053187,418
1053250,1296
1053285,5843
1053566,7575
1053652,717
1053841,2226
1054324,6693
1054583,4203
1054864,4263
1054983,152
1055017,6009
1055144,8775
1055210,5497
1055239,2303
1055344,1653
1055566,7871
1055661,2050
1056116,5356
1056255,694
1056255,8559
1056301,1273
1056370,3059
1056382,1277
1056572,7865
1056859,7098
1056930,5921
1057002,4444
1057105,8830
1057236,8730
1057340,8730
1057398,5171
1057446,1570
1057738,3519
1058098,1836
1058180,1720
1058408,8236
1059407,7298
1059512,448
1059586,3544
1059826,3216
1060140,6117
1060197,3456
1060326,448
1060516,2376
1060699,7712
1060729,1836
1061308,1030
1061469,4615
1061786,296
1062313,7609
1062548,6310
1062640,155
1062723,7298
1063233,1410
1063361,6207
1063666,5136
1063771,5056
1063821,6751
1063912,4873
1063980,5975
1064146,3586
1064216,5773
1064383,5213
1064461,1030
1064512,3935
1064584,1889
1064697,1634
1064737,6671
1064822,8681
1065104,103
1065596,9061
1065599,1755
1065599,3216
1065611,188
1065611,4139
1065758,4407
1065758,6504
1065800,504
1065966,6390
1066142,8050
1066302,9197
1066548,6446
1066812,965
1066929,7539
1066971,3493
1067058,3271
1067114,7072
1067394,5359
1067630,656
1067708,8845
1069012,2350
1069269,4801
1069353,5543
1069416,4543
1069529,9182
1069575,8885
1069718,5224
1069885,4806
1069965,226
1070797,448
1070797,4966
1071125,207
1071343,8680
1071420,8321
1071465,2289
1071832,1842
1071938,2350
1072036,7430
1072543,3491
1072580,4806
1072867,5144
1073255,8571
1073480,1333
1073480,1953
1073481,4298
1073789,1968
1073879,6352
1073940,4806
1074297,1651
1074511,2223
1074511,2966
1074562,6554
1074595,4554
1074713,7411
1074726,2254
1075095,4133
1075244,2310
1076099,4342
1076275,2984
1076277,4271
1076364,2681
1076499,5171
1076567,3606
1076907,1738
1077076,3290
1077135,8782
1077157,4585
1077249,520
1077291,4988
1077457,5680
1077745,1119
1077939,1018
1077939,5022
1078001,7430
1078269,9014
1078359,3395
1078819,5521
1078924,5921
1079111,1778
1079635,2890
1079733,7835
1080325,1525
1080462,5478
1080464,7923
1080477,4287
1080514,4231
1080856,7959
1080943,5592
1080959,1114
1080976,758
1081026,2984
1081086,5202
1081134,1131
1081360,8165
1081378,9248
1081679,6367
1081740,7253
1081859,8122
1081955,6933
1081969,8548
1082282,8961
1082908,4208
1083372,747
1083680,2325
1083715,1554
1083763,7717
1083984,2350
1084081,188
1084116,5693
1084406,972
1084868,3321
1084922,540
1084922,2984
1085023,2881
1085150,4010
1085343,2301
1085503,7706
1085602,3271
1085602,3559
1085631,1681
1085631,6581
1086505,4056
1086779,1636
1086913,6164
1086988,8130
1087241,8590
1087894,3582
1087947,5217
1088080,2350
1088110,2271
1088123,6933
1088280,421
1088574,928
1089016,4298
1089264,222
1089438,906
1089672,906
1089709,7481
1089745,188
1089745,7923
1089785,2226
1090102,1324
1090269,7481
1090284,8113
1090445,246
1090498,3431
1090515,3607
1090638,4633
1090743,6832
1090853,491
1090853,2881
1090909,5357
1091150,5119
1091381,3477
1091466,2
1092586,5478
1092614,1447
1093079,7507
1093247,3303
1093337,7175
1093512,5376
1093550,1930
1093992,3561
1094055,4691
1094328,3271
1094388,5171
1094423,1238
1094423,6929
1094447,5578
1094704,2350
1094921,7337
1095282,2231
1095530,2843
1095606,3165
1095606,7577
1095916,288
1096168,5849
1096344,4745
1096797,6746
1096937,2231
1097035,4272
1097120,4965
1097235,3582
1097235,4702
1097560,2419
1097641,1700
1097931,6815
1098291,226
1098509,6288
1098692,4701
1098914,3431
1098914,3493
1099163,2256
1099706,4517
1099736,2620
1099826,3493
1099865,8548
1099865,9203
1100050,5356
1100134,5529
1100186,1296
1100238,2114
1100495,407
1100608,5302
1101157,6304
1101202,7131
1101202,8091
1101303,3590
1102394,4298
1102425,6596
1102663,1593
1102721,4691
1102721,5738
1102888,5022
1102899,8321
1103048,1533
1103054,186
1103366,4554
1103501,442
1103529,4298
1103609,5280
1104058,8364
1104117,4263
1104117,8659
1104269,8363
1104289,1119
1104597,1397
1104635,3431
1104950,3207
1104977,1758
1104998,4260
1105077,1117
1105159,7830
1105210,7727
1105375,7298
1105546,2727
1105573,6164
1105585,927
1106292,1968
1106327,5245
1106405,6447
1106658,7337
1106670,4407
1106725,4806
1106800,5313
1106803,4752
1106899,6933
1107042,6609
1107376,4139
1107571,952
1108280,7178
1108635,831
1108946,833
1109571,6824
1109915,4000
1109962,6375
1110238,3893
1110238,7832
1110245,7514
1110316,5032
1110317,8795
1110418,4345
1110996,1029
1111151,7737
1111605,1944
1111862,1953
1112678,7511
1112842,8091
1113375,8845
1113395,1189
1113424,8659
1113822,6114
1114036,1489
1114342,3233
1114365,2872
1114418,1679
1114493,421
1114535,6678
1114585,5852
1114606,1273
1114720,8834
1114848,9015
1115121,6375
1115121,6709
1115817,4467
1115880,6336
1116517,4806
1116563,1898
1116563,6987
1116660,2984
1116681,5376
1117018,6873
1117239,4965
1117810,442
1117810,5356
1118216,5705
1118552,7485
1118947,5478
1119494,9288
1119585,9292
1120395,1419
1120470,1059
1120716,8606
1120780,6581
1120799,442
1120846,1419
1120883,8321
1121142,1499
1121271,7801
1121404,3290
1121704,6336
1121861,974
1122181,4891
1122219,8484
1122235,4691
1122380,1968
1122527,1010
1122737,5086
1123195,8274
1123227,6612
1123266,2633
1123444,7583
1123581,3395
1123633,3451
1123633,8091
1124530,1448
1125161,2809
1125320,1651
1125622,4347
1125645,6571
1126061,8892
1126137,3493
1126203,9213
1127046,6457
1127270,9049
1127507,965
1127568,469
1127737,188
1127791,4298
1127866,2314
1127999,4939
1128120,6612
1128192,6067
1128274,4806
1128564,9317
1128573,827
1128588,1262
1128653,7430
1128876,1018
1128876,3292
1129342,9292
1129399,6706
1129563,2296
1129822,1058
1129860,3556
1129905,3840
1130489,5376
1130514,5119
1131041,7920
1131105,707
1131195,2678
1131367,1503
1131403,2290
1131462,9302
1131474,7328
1131546,4795
1131681,1790
1131846,6447
1131973,4174
1131993,3624
1132011,381
1132472,6933
1132557,2890
1132912,5590
1132983,5212
1133300,2350
1133627,6390
1134021,3653
1134093,1367
1134626,5560
1135003,1358
1135003,3561
1135217,4180
1135489,1547
1135533,5024
1135598,3852
1135920,4993
1136345,6009
1136508,7002
1136891,3893
1137049,6067
1137181,1461
1137476,6007
1137542,1448
1137542,2350
1137542,9213
1137752,436
1137753,6933
1137910,4042
1138020,7735
1138101,4271
1138138,7847
1138344,6288
1138389,4806
1138630,359
1138697,1857
1139473,2303
1139732,2984
1139868,5081
1139907,2812
1140415,3233
1140491,906
1140491,6117
1140517,6164
1140564,8860
1140577,857
1140587,3216
1140989,6612
1141104,5432
1141171,375
1141489,721
1141499,2881
1141603,4615
1141696,1058
1141790,2743
1141839,448
1141929,2213
1141929,8033
1142082,906
1142517,5710
1142685,2919
1142795,7646
1142895,675
1143436,2294
1143827,7370
1144014,6082
1144508,5086
1144812,5024
1144872,7043
1145006,585
1145208,1115
1145281,4990
1145304,4834
1145405,520
1145760,3556
1145771,2231
1146231,3233
1146389,1330
1146785,8681
1146787,6447
1146799,8176
1146844,4965
1147073,6578
1147095,9072
1147337,8853
1147374,8548
1147995,87
1148082,3292
1148082,6569
1148116,2231
1148305,3613
1148785,1073
1148974,1680
1148974,2636
1148974,3067
1149000,6671
1149307,4691
1149578,7043
1149582,339
1149689,9216
1149799,6944
1149992,5331
1149994,6065
1150045,8413
1150708,8559
1150944,2166
1150944,8972
1151319,1953
1151478,5468
1151500,3893
1151683,2197
1151879,8452
1152299,1868
1152455,8321
1153135,3845
1153221,5141
1153260,4466
1153260,7801
1153370,4694
1153853,4140
1153995,7545
1154092,6378
1154423,3395
1154476,426
1154625,4181
1154964,2308
1155044,8765
1155235,4806
1155244,3233
1155256,2571
1155256,4444
1155440,5086
1155441,4105
1155489,965
1155489,8568
1155823,6609
1155847,7801
1156005,6846
1156011,6288
1156051,1547
1156051,6832
1156331,5560
1156331,9100
1156424,4691
1156507,906
1156636,3233
1156640,6356
1156962,7651
1157505,893
1157505,4806
1157560,283
1158213,1059
1158630,5791
1158877,2278
1159391,6933
1159768,3678
1159818,3602
1159837,2822
1159961,5356
1160100,5053
1160351,4812
1161036,3165
1161166,8075
1161313,6136
1161804,2106
1162068,5524
1162705,489
1162979,7409
1163062,220
1163229,4785
1163229,6832
1163335,343
1163420,3602
1164068,3057
1164476,1277
1164585,935
1164608,2231
1164649,6128
1164860,4041
1164888,3891
1164888,6609
1165217,8444
1166244,4160
1166668,3950
1166819,2350
1166853,7275
1166889,4691
1166942,8130
1167149,8103
1167256,2977
1167406,2690
1167527,2254
1167534,1953
1167744,1930
1168334,6933
1168485,799
1168692,2231
1168731,3429
1168731,7259
1168843,8122
1169028,4283
1169095,241
1169128,2581
1169226,3670
1169253,8464
1169266,8548
1169571,9187
1169649,1135
1170058,3025
1170190,5414
1170581,6635
1170701,4028
1170708,1888
1170766,3602
1170977,7027
1171008,4203
1171129,2984
1171448,3233
1171534,8565
1171570,8541
1172091,5744
1172215,2984
1172416,2791
1172751,6846
1172984,7899
1173121,3119
1173332,4231
1173388,3226
1173535,5217
1173567,4208
1174320,4670
1174630,5302
1174651,4555
1174651,6933
1174753,9292
1174860,5109
1174889,5590
1175045,2025
1175127,3893
1175129,5778
1175371,359
1175569,6158
1175710,7117
1175795,4262
1175865,7830
1176058,5393
1176263,4803
1176283,2838
1176377,3556
1176479,2400
1176558,6336
1177004,5738
1177091,381
1177135,2746
1177771,1482
1178377,6846
1178377,7396
1178411,3314
1179178,110
1179250,4486
1179430,1330
1179522,1029
1179739,5024
1179995,4402
1180081,5633
1180295,4126
1180322,2812
1180761,4543
1180821,6629
1181002,3163
1181459,8993
1181955,7379
1182173,5112
1182732,5670
1182861,3434
1183000,7781
1183100,2984
1183546,5245
1183981,6241
1184031,4554
1184350,4910
1184677,4806
1184897,3678
1185171,814
272,6381
531,2490
1217,6611
1278,2810
1563,7440
1726,8321
1773,6200
1921,5458
1921,8236
2179,188
2210,2123
2285,2631
2750,6067
2896,1482
3085,8504
3383,1114
3473,965
3612,5244
3801,6548
4122,7481
4152,39
4257,2633
4308,2985
4870,2294
4939,5032
4939,5171
5097,1533
5170,5393
5350,6288
5481,3678
5535,6164
6069,528
6069,6933
6239,7654
6309,8845
6358,6244
6571,5738
7007,2984
7156,7444
7218,3661
7681,4231
7912,6390
8032,7580
8624,4691
8721,1778
8978,9182
9306,7577
9573,375
9605,6164
9615,4126
9634,2746
9655,4208
9715,8050
9828,2890
9878,3395
9891,3163
10112,2088
10182,4800
10296,8382
10364,1030
10614,3272
10686,3105
10699,932
10979,4352
11286,2003
11435,2874
11477,4655
11625,7655
11707,5738
11841,6206
11966,4793
12333,6751
12474,917
12810,4691
12972,4134
13262,601
14494,1454
14834,4407
14932,906
15013,1240
15074,6067
15157,375
15320,51
15453,1116
15640,2085
16200,3678
16354,6425
16546,6635
17237,7306
17539,2530
17908,2376
17936,1649
18058,4928
18343,3143
18355,965
18404,3292
18749,18
18754,1115
18754,2357
19099,4615
19309,2639
19348,339
19348,8548
19952,381
20122,7634
20312,5171
20446,8464
20520,6629
20890,2541
22055,6240
22152,2350
22167,3073
22768,8103
22789,9306
22847,87
23148,1029
23353,1371
23406,2639
23442,6065
23522,1959
23598,5302
23626,5356
23935,6884
24465,359
24562,8914
25214,8113
25585,4150
25687,3435
25712,9286
25967,4783
26320,421
26325,4486
26455,921
26683,9293
26970,9368
27215,8044
27492,4407
27569,7396
27632,2003
27632,4446
28143,186
28164,3327
28253,1651
28506,2484
29157,1651
29212,2755
29236,465
29361,758
29546,1953
29562,8548
29605,2984
30595,1680
30734,3561
31335,931
31382,4972
31462,7959
31489,2931
31493,2231
31699,8321
31802,7735
31856,103
31918,7395
31978,2678
32524,4694
32813,188
32918,4986
33167,3233
34217,6432
34641,5590
34946,1273
35016,6313
35032,8488
35291,7411
35733,4042
36005,5217
36144,2350
36740,2978
36964,1842
37124,9176
37156,2984
37264,4466
37362,2168
37705,2746
38055,2976
38086,7579
38150,6129
38216,8730
38292,8321
38351,5349
38458,7651
38466,7481
38655,9101
38963,1283
38978,3395
39145,8765
39158,1848
39481,5169
39846,3475
39865,4476
40112,2586
40137,2350
40225,4208
40270,3226
40314,1311
40386,1872
40526,5393
41062,8329
41556,991
41765,6746
41772,7165
42192,8764
42222,890
42518,2362
42518,9168
42795,1125
42795,1733
42915,4466
42981,6390
43282,375
43359,5633
43516,5612
43614,359
43711,1058
43715,3576
43929,1892
44123,5377
44226,1380
44226,3893
44324,981
44350,5119
44487,2518
44578,4425
44578,7839
44712,1311
44712,9101
44845,3143
45633,4615
45773,7010
46997,7577
47102,1324
47130,7609
47173,8091
47563,2944
47723,6596
48083,7272
48085,2984
48592,8320
48672,6746
48968,3602
49556,5515
49582,6375
49805,3281
50223,5032
50266,6313
50439,6158
50677,9290
50759,2744
51032,9292
51269,4287
51470,260
51562,21
51614,2350
51614,2484
51623,2746
51652,5457
51652,8321
51652,8764
51894,827
52228,3930
52260,2550
52524,4983
52524,6671
52652,339
52652,827
52848,6605
53108,8681
53455,5022
53739,2085
53944,5086
53958,5490
54185,8469
54203,7655
54314,1966
54430,4010
54523,2308
54740,3604
54985,3602
54985,7037
55041,3678
55352,1426
55601,8803
55625,3475
55654,9178
