1772;4;1;14121,8869,1375,7823;14121,18768,1375,7823;14121,14816,1375,7823;14121,9155,1375,7823
609;5;2;18025,11416,18212,17311,2167;18025,11416,8498,17311,2167;18025,11416,16929,17311,2167;18025,11416,10571,17311,2167
8505;4;3;146,12609,11098,9612;146,12609,11098,7714;146,12609,11098,15872;146,12609,11098,13059
6408;4;0;7540,378,18282,10845;4329,378,18282,10845;19155,378,18282,10845;1206,378,18282,10845
8208;4;1;11456,276,11613,2801;11456,13042,11613,2801;11456,4700,11613,2801;11456,94,11613,2801
7661;3;2;18870,11128,2093;18870,11128,9816;18870,11128,12880;18870,11128,11571
8627;3;0;1208,16101,5425;366,16101,5425;5168,16101,5425;3014,16101,5425
4686;3;1;7824,17996,628;7824,9919,628;7824,15168,628;7824,14978,628
1903;5;3;3138,14709,13509,15807,802;3138,14709,13509,2916,802;3138,14709,13509,5653,802;3138,14709,13509,10370,802
7191;3;1;1938,11447,4327;1938,443,4327;1938,11116,4327;1938,10070,4327
1891;5;4;1677,8239,14819,15476,79;1677,8239,14819,15476,1781;1677,8239,14819,15476,18597;1677,8239,14819,15476,17438
2350;4;2;4180,13951,956,5373;4180,13951,15492,5373;4180,13951,16847,5373;4180,13951,17227,5373
7656;5;2;12567,16581,957,10974,18658;12567,16581,13237,10974,18658;12567,16581,8867,10974,18658;12567,16581,1483,10974,18658
8265;3;0;2045,8293,4700;2915,8293,4700;9737,8293,4700;11176,8293,4700
2576;4;0;643,9076,17777,6881;11119,9076,17777,6881;1034,9076,17777,6881;13740,9076,17777,6881
8952;4;2;2536,10559,50,18597;2536,10559,11998,18597;2536,10559,12146,18597;2536,10559,6706,18597
2019;4;3;12176,5852,1531,3978;12176,5852,1531,18585;12176,5852,1531,8290;12176,5852,1531,4277
7945;4;2;12671,15302,11881,378;12671,15302,126,378;12671,15302,18064,378;12671,15302,10357,378
309;3;1;13449,1576,4441;13449,16598,4441;13449,12992,4441;13449,8333,4441
8047;4;3;14939,16613,7565,378;14939,16613,7565,5706;14939,16613,7565,11362;14939,16613,7565,16245
4851;3;2;66,10744,11982;66,10744,13244;66,10744,1858;66,10744,13552
2776;3;2;3102,15040,1297;3102,15040,14622;3102,15040,15060;3102,15040,12365
7511;5;0;17605,11263,1716,16154,16807;9721,11263,1716,16154,16807;10125,11263,1716,16154,16807;2812,11263,1716,16154,16807
7328;3;1;2005,3136,15721;2005,12160,15721;2005,919,15721;2005,16127,15721
1281;3;1;259,11751,12865;259,17354,12865;259,18690,12865;259,7084,12865
1187;4;1;378,10987,10845,3123;378,7755,10845,3123;378,12983,10845,3123;378,976,10845,3123
2854;3;1;12091,559,3523;12091,5547,3523;12091,18621,3523;12091,13843,3523
9211;3;2;7159,380,6383;7159,380,18520;7159,380,8616;7159,380,12874
9017;4;2;1961,14045,4402,6698;1961,14045,18506,6698;1961,14045,18337,6698;1961,14045,13949,6698
2597;3;2;938,9184,5241;938,9184,9197;938,9184,4113;938,9184,14826
538;5;2;9223,14857,13534,7719,1160;9223,14857,1978,7719,1160;9223,14857,9277,7719,1160;9223,14857,19022,7719,1160
2255;4;1;7079,11848,220,10831;7079,8264,220,10831;7079,10924,220,10831;7079,15231,220,10831
5133;5;2;17314,3629,12516,1260,10594;17314,3629,15087,1260,10594;17314,3629,434,1260,10594;17314,3629,18895,1260,10594
6596;4;2;11317,672,9555,17829;11317,672,4963,17829;11317,672,67,17829;11317,672,1885,17829
7492;4;1;2045,13891,14849,2004;2045,18516,14849,2004;2045,10706,14849,2004;2045,1102,14849,2004
3705;4;1;683,16574,9085,10816;683,9763,9085,10816;683,5128,9085,10816;683,18142,9085,10816
4310;4;0;18246,673,716,16595;6091,673,716,16595;8758,673,716,16595;1879,673,716,16595
8528;4;3;1883,9653,4971,17564;1883,9653,4971,11423;1883,9653,4971,9211;1883,9653,4971,15268
8659;3;2;14769,628,17271;14769,628,17841;14769,628,3126;14769,628,6663
1265;4;0;10489,378,5618,13975;11389,378,5618,13975;10555,378,5618,13975;11701,378,5618,13975
8145;3;0;18174,14803,780;6483,14803,780;2646,14803,780;10651,14803,780
7376;5;2;17582,13928,14805,661,3770;17582,13928,18322,661,3770;17582,13928,16364,661,3770;17582,13928,9076,661,3770
1001;4;3;1035,2699,10282,17639;1035,2699,10282,2048;1035,2699,10282,493;1035,2699,10282,5844
4134;4;0;1004,3477,10497,7354;16361,3477,10497,7354;16862,3477,10497,7354;15653,3477,10497,7354
2421;4;1;11837,10017,94,8392;11837,8100,94,8392;11837,3456,94,8392;11837,464,94,8392
7241;5;2;93,9906,12022,9492,10415;93,9906,11253,9492,10415;93,9906,9090,9492,10415;93,9906,3673,9492,10415
7860;4;0;14490,1417,15939,11448;17690,1417,15939,11448;2755,1417,15939,11448;14201,1417,15939,11448
7749;3;2;9090,16077,848;9090,16077,15278;9090,16077,11665;9090,16077,8618
5177;3;2;4734,10677,1923;4734,10677,7390;4734,10677,8682;4734,10677,12971
9002;3;1;600,16891,14393;600,4225,14393;600,18897,14393;600,18547,14393
7347;5;2;2536,9971,50,18597,8064;2536,9971,2683,18597,8064;2536,9971,836,18597,8064;2536,9971,10028,18597,8064
3858;4;0;2356,5341,1524,5191;13895,5341,1524,5191;7560,5341,1524,5191;8233,5341,1524,5191
1272;3;0;18945,1587,9648;7188,1587,9648;1457,1587,9648;14390,1587,9648
8937;4;1;9559,11263,14098,378;9559,15913,14098,378;9559,12190,14098,378;9559,9810,14098,378
3950;5;1;6644,16951,1869,3906,9403;6644,3996,1869,3906,9403;6644,17145,1869,3906,9403;6644,15903,1869,3906,9403
8204;3;2;3320,2167,18023;3320,2167,2529;3320,2167,11640;3320,2167,3425
4176;5;0;10398,1557,8156,11643,16622;17503,1557,8156,11643,16622;6669,1557,8156,11643,16622;4691,1557,8156,11643,16622
4150;3;1;17997,2005,19061;17997,6837,19061;17997,2844,19061;17997,5448,19061
5846;4;0;3291,7345,3504,378;12380,7345,3504,378;1537,7345,3504,378;15652,7345,3504,378
6733;3;1;2005,17118,9636;2005,4103,9636;2005,14849,9636;2005,6719,9636
8054;5;4;400,7818,3837,14457,15295;400,7818,3837,14457,10056;400,7818,3837,14457,1107;400,7818,3837,14457,16855
6598;4;3;14208,16940,1991,16989;14208,16940,1991,17629;14208,16940,1991,1885;14208,16940,1991,5170
2759;4;0;2944,10486,15815,1775;14326,10486,15815,1775;15899,10486,15815,1775;15956,10486,15815,1775
6284;3;1;1587,11408,378;1587,14187,378;1587,13692,378;1587,16178,378
4415;4;1;14354,378,14301,5303;14354,5928,14301,5303;14354,6107,14301,5303;14354,10453,14301,5303
7002;3;2;11694,1508,10571;11694,1508,1796;11694,1508,1561;11694,1508,17861
3476;3;0;4296,1034,8433;1036,1034,8433;11144,1034,8433;9231,1034,8433
423;3;1;13154,3648,378;13154,9236,378;13154,10469,378;13154,3389,378
4293;3;1;1587,13511,4184;1587,9733,4184;1587,9733,4184;1587,13741,4184
7621;4;3;1610,5992,17078,17662;1610,5992,17078,17770;1610,5992,17078,16552;1610,5992,17078,8654
2925;4;3;157,8038,17937,16673;157,8038,17937,7855;157,8038,17937,10316;157,8038,17937,14376
7496;4;1;6730,448,11928,15735;6730,108,11928,15735;6730,17057,11928,15735;6730,12712,11928,15735
6858;3;0;1434,9520,11935;13056,9520,11935;2689,9520,11935;5626,9520,11935
2709;3;0;15150,7260,378;10572,7260,378;16334,7260,378;4536,7260,378
7767;4;3;1004,16765,8818,5309;1004,16765,8818,12170;1004,16765,8818,13767;1004,16765,8818,11787
3354;4;0;11620,7928,9440,1927;19103,7928,9440,1927;3890,7928,9440,1927;16033,7928,9440,1927
4907;4;1;1805,12153,3919,12461;1805,5093,3919,12461;1805,16408,3919,12461;1805,14069,3919,12461
8837;5;0;18760,17630,628,4625,17713;14767,17630,628,4625,17713;18511,17630,628,4625,17713;6173,17630,628,4625,17713
277;5;3;1587,16468,11117,3629,15129;1587,16468,11117,12300,15129;1587,16468,11117,12811,15129;1587,16468,11117,16370,15129
6026;4;0;1561,8600,7191,9762;14505,8600,7191,9762;2844,8600,7191,9762;6593,8600,7191,9762
7901;3;1;9992,2859,1671;9992,1255,1671;9992,14625,1671;9992,5659,1671
3585;5;2;7608,7788,7455,1435,13546;7608,7788,6360,1435,13546;7608,7788,4825,1435,13546;7608,7788,17999,1435,13546
6001;5;2;50,6499,5551,15872,2776;50,6499,16536,15872,2776;50,6499,16587,15872,2776;50,6499,14456,15872,2776
4465;3;2;1302,3777,15259;1302,3777,148;1302,3777,15895;1302,3777,8944
6638;5;3;2642,684,6404,7129,13204;2642,684,6404,2353,13204;2642,684,6404,3100,13204;2642,684,6404,2353,13204
615;3;1;1587,15723,4184;1587,2008,4184;1587,15950,4184;1587,12362,4184
7106;5;2;4690,2005,11392,116,11027;4690,2005,10325,116,11027;4690,2005,10825,116,11027;4690,2005,1573,116,11027
3308;4;3;11791,10139,9584,683;11791,10139,9584,11272;11791,10139,9584,15845;11791,10139,9584,5444
3973;5;0;14939,9734,3415,378,9647;10522,9734,3415,378,9647;9834,9734,3415,378,9647;8624,9734,3415,378,9647
8576;5;1;13461,18715,378,11240,8503;13461,2573,378,11240,8503;13461,349,378,11240,8503;13461,17115,378,11240,8503
7130;4;3;3279,5998,9652,1011;3279,5998,9652,2099;3279,5998,9652,11315;3279,5998,9652,6596
3654;4;0;18602,813,16606,8208;13181,813,16606,8208;3755,813,16606,8208;4556,813,16606,8208
1521;4;3;3502,16622,378,6899;3502,16622,378,2218;3502,16622,378,10350;3502,16622,378,8519
3253;4;2;17275,11074,1474,6733;17275,11074,2688,6733;17275,11074,10033,6733;17275,11074,5804,6733
1842;4;1;6220,16564,14098,1530;6220,3786,14098,1530;6220,12263,14098,1530;6220,12245,14098,1530
8706;5;2;14222,16951,3813,861,2823;14222,16951,10135,861,2823;14222,16951,18948,861,2823;14222,16951,518,861,2823
2113;4;0;14054,547,7934,11536;11290,547,7934,11536;14362,547,7934,11536;4599,547,7934,11536
1133;4;3;11524,9823,1621,14856;11524,9823,1621,8848;11524,9823,1621,14802;11524,9823,1621,10613
622;4;3;12712,6879,378,16825;12712,6879,378,3836;12712,6879,378,13362;12712,6879,378,8322
8191;3;1;2570,18612,1724;2570,5831,1724;2570,14762,1724;2570,10497,1724
8726;4;1;18929,11702,13674,2099;18929,884,13674,2099;18929,14999,13674,2099;18929,8591,13674,2099
3800;4;0;1587,12022,3087,3312;15511,12022,3087,3312;13881,12022,3087,3312;8225,12022,3087,3312
1525;3;0;1004,3166,18362;11794,3166,18362;17259,3166,18362;5613,3166,18362
3378;3;0;1959,3420,2953;12473,3420,2953;3965,3420,2953;6483,3420,2953
7819;4;2;18189,10883,11022,378;18189,10883,3833,378;18189,10883,3736,378;18189,10883,16606,378
7477;4;3;9833,26,18314,4915;9833,26,18314,7742;9833,26,18314,14801;9833,26,18314,4659
3864;4;1;2431,5712,9192,1991;2431,16849,9192,1991;2431,2854,9192,1991;2431,13163,9192,1991
1739;4;1;6085,11264,10657,1253;6085,1466,10657,1253;6085,14728,10657,1253;6085,6740,10657,1253
1984;4;0;13828,9601,12488,1927;16252,9601,12488,1927;18600,9601,12488,1927;11808,9601,12488,1927
3217;5;3;13643,14939,16238,10180,1375;13643,14939,16238,10498,1375;13643,14939,16238,10182,1375;13643,14939,16238,475,1375
2616;5;0;6362,1380,8554,5442,6726;6772,1380,8554,5442,6726;83,1380,8554,5442,6726;13457,1380,8554,5442,6726
1808;5;0;7254,4555,378,4778,11175;3496,4555,378,4778,11175;14980,4555,378,4778,11175;13047,4555,378,4778,11175
7543;4;3;801,12807,11511,4363;801,12807,11511,2791;801,12807,11511,15105;801,12807,11511,5081
4816;5;3;2220,3487,17777,378,13313;2220,3487,17777,12388,13313;2220,3487,17777,15416,13313;2220,3487,17777,12321,13313
7491;5;0;3487,7612,16399,11630,378;656,7612,16399,11630,378;5084,7612,16399,11630,378;16799,7612,16399,11630,378
442;3;1;304,7430,14263;304,1007,14263;304,12362,14263;304,7280,14263
4367;4;1;14555,14855,1078,10666;14555,16961,1078,10666;14555,9944,1078,10666;14555,3659,1078,10666
5686;5;1;1528,10342,7386,13868,9615;1528,8234,7386,13868,9615;1528,1198,7386,13868,9615;1528,11851,7386,13868,9615
8098;5;1;2029,5690,16855,12918,12574;2029,19120,16855,12918,12574;2029,7692,16855,12918,12574;2029,17190,16855,12918,12574
762;5;3;14436,9805,378,18004,5638;14436,9805,378,13421,5638;14436,9805,378,19117,5638;14436,9805,378,14767,5638
974;3;2;1509,3968,10367;1509,3968,2288;1509,3968,79;1509,3968,13537
7959;3;2;922,17228,3771;922,17228,3275;922,17228,13014;922,17228,14582
3287;4;1;1305,18470,17457,18718;1305,7936,17457,18718;1305,8010,17457,18718;1305,1804,17457,18718
7933;3;2;1004,17108,8513;1004,17108,16428;1004,17108,354;1004,17108,9910
3040;3;0;18333,14070,1892;5599,14070,1892;11983,14070,1892;8326,14070,1892
4887;4;1;16366,580,15587,9007;16366,5668,15587,9007;16366,6065,15587,9007;16366,8920,15587,9007
6640;3;1;1587,6056,9799;1587,14325,9799;1587,2758,9799;1587,18221,9799
8127;4;0;2455,13364,406,12854;13921,13364,406,12854;15815,13364,406,12854;17108,13364,406,12854
227;3;0;9242,1099,13490;18722,1099,13490;10211,1099,13490;1491,1099,13490
7658;4;3;14689,18387,683,18275;14689,18387,683,15431;14689,18387,683,18215;14689,18387,683,13454
9060;5;4;2451,2005,8461,16540,820;2451,2005,8461,16540,2794;2451,2005,8461,16540,18528;2451,2005,8461,16540,12399
4688;3;1;9005,17978,1825;9005,1123,1825;9005,466,1825;9005,4692,1825
4297;3;0;2066,7466,11893;11874,7466,11893;9972,7466,11893;1795,7466,11893
6441;3;1;1707,4639,3184;1707,17514,3184;1707,18377,3184;1707,8519,3184
8455;3;1;16528,1846,14956;16528,14458,14956;16528,8164,14956;16528,3016,14956
7695;3;0;763,13342,18532;14340,13342,18532;18494,13342,18532;1808,13342,18532
3097;3;0;1196,3803,17765;14218,3803,17765;10478,3803,17765;5784,3803,17765
4539;5;1;2448,6388,1356,14685,5144;2448,8683,1356,14685,5144;2448,3768,1356,14685,5144;2448,12801,1356,14685,5144
808;4;3;16556,11728,861,8707;16556,11728,861,1889;16556,11728,861,4108;16556,11728,861,15458
3083;4;0;5941,1633,565,10704;13181,1633,565,10704;6704,1633,565,10704;4886,1633,565,10704
7519;5;1;1118,4904,3724,9556,12831;1118,969,3724,9556,12831;1118,6402,3724,9556,12831;1118,12584,3724,9556,12831
7993;5;1;5826,1578,10911,3544,6422;5826,141,10911,3544,6422;5826,18690,10911,3544,6422;5826,13234,10911,3544,6422
3899;5;2;2462,16941,15915,8604,1375;2462,16941,5583,8604,1375;2462,16941,7768,8604,1375;2462,16941,8163,8604,1375
8143;3;0;1004,13580,18362;11313,13580,18362;5038,13580,18362;8905,13580,18362
3423;4;3;13550,5898,1021,11850;13550,5898,1021,12860;13550,5898,1021,7219;13550,5898,1021,287
1463;3;2;11049,2067,3667;11049,2067,13950;11049,2067,13214;11049,2067,11879
215;4;1;11692,10253,378,13052;11692,11468,378,13052;11692,4522,378,13052;11692,6300,378,13052
3239;4;3;6042,13777,378,16259;6042,13777,378,13244;6042,13777,378,11663;6042,13777,378,15032
4591;3;0;945,8430,10495;7425,8430,10495;13920,8430,10495;1242,8430,10495
8269;3;1;1587,378,19013;1587,16086,19013;1587,19083,19013;1587,931,19013
4896;3;2;6385,13746,890;6385,13746,18546;6385,13746,13407;6385,13746,14881
9035;3;1;18350,11814,1163;18350,14433,1163;18350,4967,1163;18350,15272,1163
279;3;0;503,11685,10946;7023,11685,10946;12024,11685,10946;4501,11685,10946
619;3;1;18000,13951,1013;18000,3669,1013;18000,8020,1013;18000,17228,1013
1138;4;2;955,8438,7104,16531;955,8438,6605,16531;955,8438,16156,16531;955,8438,8635,16531
5142;3;2;1587,6056,6284;1587,6056,2584;1587,6056,19174;1587,6056,15508
3000;5;2;3559,11710,9905,2130,11781;3559,11710,8717,2130,11781;3559,11710,18105,2130,11781;3559,11710,5022,2130,11781
7400;4;1;18180,408,14605,16919;18180,9807,14605,16919;18180,10432,14605,16919;18180,14633,14605,16919
2521;3;1;3070,2182,15374;3070,13037,15374;3070,16874,15374;3070,7556,15374
3964;4;1;576,18787,7476,9022;576,2127,7476,9022;576,18015,7476,9022;576,8002,7476,9022
3185;3;1;6654,11958,1999;6654,9428,1999;6654,2457,1999;6654,10627,1999
1789;4;2;2335,1541,6219,17350;2335,1541,13006,17350;2335,1541,1986,17350;2335,1541,6218,17350
352;3;0;2268,9989,682;6557,9989,682;9166,9989,682;17719,9989,682
7481;4;0;10475,13037,378,9794;17859,13037,378,9794;18596,13037,378,9794;16991,13037,378,9794
6760;3;1;2360,1587,8623;2360,7277,8623;2360,6063,8623;2360,12637,8623
3576;4;3;503,9649,4106,12333;503,9649,4106,9317;503,9649,4106,8090;503,9649,4106,11301
1323;4;0;3829,328,4235,15389;9821,328,4235,15389;8927,328,4235,15389;6000,328,4235,15389
8673;3;1;2354,3477,1474;2354,15281,1474;2354,5678,1474;2354,10894,1474
2415;5;4;899,8188,14343,3305,13076;899,8188,14343,3305,16129;899,8188,14343,3305,6907;899,8188,14343,3305,13807
4980;4;3;13944,4241,378,15792;13944,4241,378,6002;13944,4241,378,1529;13944,4241,378,6111
1910;4;0;5578,80,5284,10834;8836,80,5284,10834;15003,80,5284,10834;4819,80,5284,10834
2562;3;2;16602,9119,1923;16602,9119,8226;16602,9119,18689;16602,9119,9973
4706;4;2;18515,5876,688,12003;18515,5876,2832,12003;18515,5876,15023,12003;18515,5876,7128,12003
9225;5;0;17796,12606,3832,628,3521;12790,12606,3832,628,3521;620,12606,3832,628,3521;5354,12606,3832,628,3521
2687;4;1;2556,18602,400,13032;2556,16644,400,13032;2556,7713,400,13032;2556,10398,400,13032
7205;3;1;2568,4294,820;2568,1747,820;2568,4537,820;2568,4537,820
4923;5;2;2726,16257,10626,316,9327;2726,16257,15562,316,9327;2726,16257,14057,316,9327;2726,16257,7437,316,9327
6890;4;0;12968,10370,4302,1460;2772,10370,4302,1460;15047,10370,4302,1460;12535,10370,4302,1460
1099;5;3;17432,13537,17138,378,12971;17432,13537,17138,2229,12971;17432,13537,17138,9505,12971;17432,13537,17138,15473,12971
7760;4;2;11316,378,7492,11474;11316,378,12240,11474;11316,378,13277,11474;11316,378,2813,11474
8416;4;1;8358,15884,999,10193;8358,9043,999,10193;8358,9130,999,10193;8358,1990,999,10193
2901;4;1;2550,7386,1533,4969;2550,12851,1533,4969;2550,13605,1533,4969;2550,15173,1533,4969
6903;5;1;4319,1269,3497,378,3078;4319,4530,3497,378,3078;4319,3380,3497,378,3078;4319,8623,3497,378,3078
7623;4;1;13025,1340,10442,12871;13025,7053,10442,12871;13025,15541,10442,12871;13025,9840,10442,12871
1322;5;1;7579,2834,2890,1885,14459;7579,10183,2890,1885,14459;7579,11289,2890,1885,14459;7579,14170,2890,1885,14459
5358;4;1;1060,16099,18447,19028;1060,18472,18447,19028;1060,3477,18447,19028;1060,9910,18447,19028
5548;3;1;8804,8971,2027;8804,17655,2027;8804,12276,2027;8804,11268,2027
4302;5;0;3748,3524,13582,1527,6363;10576,3524,13582,1527,6363;16377,3524,13582,1527,6363;2455,3524,13582,1527,6363
1408;4;1;17493,5914,378,4821;17493,3832,378,4821;17493,10486,378,4821;17493,2003,378,4821
923;4;2;8907,515,16929,14551;8907,515,5268,14551;8907,515,8020,14551;8907,515,15796,14551
2761;4;1;683,15582,12864,15445;683,10572,12864,15445;683,2265,12864,15445;683,2080,12864,15445
4135;5;3;16993,15759,16620,10986,378;16993,15759,16620,9565,378;16993,15759,16620,7379,378;16993,15759,16620,16022,378
4187;4;2;8648,17814,5537,378;8648,17814,2573,378;8648,17814,6190,378;8648,17814,11478,378
2505;3;1;1587,9648,7329;1587,7846,7329;1587,4891,7329;1587,4008,7329
8172;3;0;11504,1713,3500;929,1713,3500;2169,1713,3500;12509,1713,3500
2701;5;2;378,3412,17474,14510,8001;378,3412,7634,14510,8001;378,3412,3099,14510,8001;378,3412,8079,14510,8001
6443;4;2;9334,16977,1196,5807;9334,16977,1484,5807;9334,16977,9870,5807;9334,16977,14464,5807
5905;3;1;14786,1589,5815;14786,6889,5815;14786,10985,5815;14786,11871,5815
1442;5;0;13387,866,2801,5887,6415;883,866,2801,5887,6415;18601,866,2801,5887,6415;17868,866,2801,5887,6415
5944;4;1;1859,7698,7542,7112;1859,7383,7542,7112;1859,14205,7542,7112;1859,15466,7542,7112
8118;5;2;18412,13756,10984,15364,137;18412,13756,1846,15364,137;18412,13756,2130,15364,137;18412,13756,15668,15364,137
9304;5;4;14172,13759,1089,6551,8547;14172,13759,1089,6551,3036;14172,13759,1089,6551,16131;14172,13759,1089,6551,12399
8907;5;4;16180,549,3629,9072,8844;16180,549,3629,9072,17463;16180,549,3629,9072,10878;16180,549,3629,9072,16539
