user_id,outfits
941693,1073
941693,2884
942318,5721
943057,3381
943207,7672
943502,375
943502,5849
943502,7534
943542,152
943542,4691
943596,1222
943596,3200
943643,6170
944053,3292
944064,6336
944781,9207
944856,1480
944856,3493
944856,6612
944856,6671
944949,2555
945110,886
945235,126
945235,6390
945505,1058
945505,4806
945505,6296
945724,469
945811,4298
945934,5329
946072,6113
946203,8016
946939,6612
947052,965
947052,2633
947095,8091
947219,6922
947277,5331
947420,5143
947503,8484
947512,3286
947535,2984
948153,9229
948666,1916
948712,1422
948712,2289
948754,1273
948804,6746
948885,2130
950013,5200
950013,8548
950095,1845
950190,3234
950190,5245
950486,2984
950543,668
950710,2025
950807,6248
951126,7920
951212,3602
951240,7481
951662,6050
951744,5032
951831,8541
951839,6528
952059,4172
952389,3482
952540,4139
952902,6842
953137,1311
953507,4803
953695,3216
954113,5022
954130,3914
954130,6147
954205,8782
954345,3736
954432,3124
954512,1330
954883,1811
955720,6761
955757,2154
956197,2709
956246,2952
956338,3180
956489,9082
956577,4133
956577,4466
956875,3207
956875,3436
957289,3281
957289,7481
957289,7577
958032,226
958278,2881
958320,6327
958416,3721
958606,5331
958692,2350
959080,448
959187,3490
959809,1653
960046,6559
960170,4360
960170,5680
960336,2571
960336,3234
960704,8033
960855,2542
961034,3271
961324,4806
961324,8316
961517,3107
962754,2289
963189,3423
963336,2881
963423,1387
963559,2314
963715,8473
964044,1029
964044,7186
964445,6996
964485,3097
964676,226
964700,6720
964722,4806
964798,1029
964853,2578
964853,2652
965237,8724
965849,4785
966078,5286
966088,1681
966220,9368
966448,8464
966851,3602
967052,4800
967114,935
967311,8091
967365,5331
967365,8477
968068,1015
968130,1570
968130,8493
968328,3075
968978,3678
969237,928
969979,8
969979,6320
970085,4585
970442,5449
970907,1029
971145,7830
971145,8724
971295,4217
971486,6067
971542,2788
971575,7899
972145,601
972185,4080
972185,8403
972210,3602
972571,1842
973693,4444
973831,465
974022,6678
974026,831
974295,7577
974416,928
974416,8179
974491,5024
974491,8548
974997,4620
975055,2984
975308,7781
975455,8500
975592,6248
975734,4136
975747,8836
975966,2984
976324,570
976609,5024
976763,2303
976763,3811
976890,1842
976890,7801
976900,6671
976964,2816
976964,4615
977211,1410
977211,2254
977211,6595
977480,3678
977480,4268
978015,5022
978063,7043
978099,3561
978099,7832
978109,831
978109,1484
978109,2773
978109,3143
978109,3576
978109,4096
978109,6413
978109,7300
978109,7781
978109,9237
978455,4751
978455,5084
978708,2805
978708,6336
978708,6387
978835,3233
979124,5356
979124,6402
979523,7298
979722,865
979911,7482
980182,1842
980182,4577
980214,966
980214,7680
980214,8443
980654,1311
980673,1547
981052,442
981307,7923
981344,4372
981691,3930
981756,5693
982392,638
982392,3304
982392,4774
982392,7716
983358,5620
983511,3576
983528,6336
983759,4140
983937,2350
984038,1345
984144,4238
984200,469
984239,18
984239,1500
984239,3683
984467,381
984892,2988
984892,3226
985128,3004
985128,8902
985295,2173
985295,3766
985295,3778
985295,4140
985295,9302
985457,811
985457,2291
985980,8717
986310,2350
986310,5644
986323,7923
986689,2050
986689,5356
986792,4710
986816,7768
987358,1189
987830,5838
987830,6933
988042,4132
988064,4722
988219,1868
988284,1311
988284,9065
988532,2881
988586,5393
989268,367
989357,3107
989491,7705
989581,3678
989993,2881
989993,8635
989993,9065
990308,313
990308,4133
990308,8637
991168,6117
991228,1968
991228,3073
991384,4752
991437,81
991437,3998
991552,3576
992585,5356
992585,7747
993512,6938
993522,8548
993522,9292
993686,8477
993697,4480
993856,965
993885,2984
994284,8559
994285,917
994771,2314
994853,6609
994953,1454
995224,4968
995548,5921
995548,7043
995656,1743
995797,6733
995962,431
995962,833
996171,2289
996171,4277
996214,865
996387,562
996632,5245
996742,2350
996742,3051
996879,3475
996879,6621
997083,6752
997083,9101
997405,1029
997405,1437
997760,8240
998196,643
998402,6581
998502,7027
998715,4691
998814,2226
998814,3318
998967,453
998967,4364
998983,2463
999304,5245
999560,5083
999655,4208
1000295,3556
1000584,906
1000584,5438
1000643,5
1001096,9306
1001301,5212
1002038,4196
1002038,5024
1002271,2294
1002385,2124
1002385,5798
1002398,1919
1002498,5481
1002498,6757
1002838,3120
1002838,6605
1003787,7800
1003989,4898
1004361,1889
1004489,8548
1004739,88
1004806,6621
1004981,1720
1005183,8565
1005396,339
1005396,4670
1005505,2571
1005505,3626
1005649,2760
1006043,3606
1006138,6987
1006145,226
1006145,2350
1006145,3163
1006275,4208
1006594,2873
1006594,4264
1006673,4212
1007319,1738
1007633,3559
1007656,4160
1007762,898
1007770,8590
1007897,857
1007980,6007
1008530,4793
1008552,3207
1008724,638
1008992,3893
1008997,375
1009687,7045
1010014,21
1010864,6147
1011143,4615
1011143,5510
1011525,808
1011587,2085
1011587,2874
1011820,7835
1012380,2571
1012430,4577
1012430,7577
1012443,3493
1012692,4615
1012716,4806
1012716,6701
1012813,1953
1012932,3493
1012932,4298
1013017,2984
1013359,6996
1013887,1171
1014152,4691
1014152,9187
1014345,1533
1014345,8266
1014812,2971
1014886,5086
1015133,6985
1015286,2521
1015286,5356
1015611,81
1016157,442
1016157,7737
1016259,4806
1016961,5393
1017228,7396
1017499,7781
1017690,5798
1017690,7732
1017841,1489
1018095,7622
1018440,103
1018621,1508
1018621,3233
1018621,3493
1018621,4691
1019201,375
1019491,5024
1019491,5698
1019781,5778
1019875,8379
1019893,1504
1019898,3576
1019898,4983
1020043,1720
1020818,2699
1021332,2812
1021426,2350
1021426,3008
1021696,855
1021696,3893
1021758,7801
1022031,917
1022031,6671
1022564,339
1022564,5590
1022613,6996
1022634,5171
1023137,5245
1023272,4965
1023272,5032
1023471,226
1023471,6777
1023586,1029
1023586,2340
1023743,7406
1024050,8565
1024154,9124
1024296,820
1024296,9213
1025513,6341
1025964,1733
1026090,8549
1026711,1041
1026714,6327
1026779,4175
1027730,372
1027737,2142
1028337,3868
1028421,3491
1028526,1029
1028526,2216
1028599,2964
1028660,4806
1029712,149
1029712,2944
1029795,5693
1029889,8379
1030018,855
1030018,1634
1030146,8399
1030301,8316
1030334,8424
1030837,5356
1030945,4196
1030945,5513
1031262,560
1031382,2063
1031601,4615
1031833,831
1031940,3778
1031940,7409
1032509,4439
1032722,375
1032722,8091
1032853,2459
1032853,7788
1032853,8682
1033251,7869
1033478,3678
1033631,2985
1033659,6751
1033691,6612
1034010,721
1034153,1114
1034153,3187
1034153,3271
1034153,7843
1034167,4806
1034322,8659
1034891,5024
1035618,4702
1035731,7430
1036301,2710
1036348,2370
1036659,188
1036659,6933
1036804,6414
1036883,7581
1036883,8724
1037222,3194
1037415,9124
1037732,1895
1037732,4803
1037732,5171
1038379,8655
1038794,2984
1039378,1842
1039511,4492
1039511,8274
1039547,2376
1039547,7824
1039706,1889
1039960,1383
1040124,217
1040124,1119
1040522,9065
1040547,6890
1040616,1720
1040826,7774
1040838,8091
1041764,4323
1041852,5590
1042195,4407
1042672,6983
1042688,8757
1042814,7298
1042824,7523
1043294,5
1043340,2530
1043340,5534
1043618,4471
1043901,3778
1043901,5224
1043924,1018
1043972,3405
1043978,6129
1044092,4996
1044124,3165
1044335,1015
1044467,2042
1044467,4955
1044467,6402
1044557,6390
1044557,6666
1045060,1114
1045211,4271
1045361,3678
1045415,6609
1045442,6375
1045459,976
1045459,3734
1046249,2003
1046249,6262
1046362,7043
1046633,4597
1046769,3105
1046971,6581
1047342,3849
1047608,6987
1047608,8548
1047872,2014
1047872,2696
1047872,4694
1048135,2137
1049029,4000
1049170,4691
1049186,8665
1049691,5022
1050112,188
1050112,3998
1050806,8465
1051457,6390
1051692,1547
1051692,8050
1051911,339
1051911,9033
1052124,2478
1052792,6288
1052829,8638
1053732,1842
1054622,226
1054863,7637
1055201,5509
1055411,4689
1055411,5269
1055446,951
1055657,8724
1055657,8728
1056242,2450
1056368,5280
1056630,2633
1056859,7098
1057094,7609
1057264,110
1057347,6195
1057398,5171
1057408,2873
1057518,5513
1057537,7938
1057625,2571
1057625,4196
1057876,7580
1058132,3480
1058454,3292
1058454,5119
1058523,8548
1058609,1565
1058836,6402
1058868,2822
1058868,5738
1059246,7298
1059307,4196
1059452,3590
1059474,4517
1059474,7583
1059617,8593
1059685,226
1060408,761
1061005,1253
1061211,5675
1061211,6080
1061306,6779
1062035,3678
1062313,7609
1062325,2838
1063045,448
1063045,4231
1063121,8321
1063285,5528
1063285,8730
1063456,5359
1063821,6751
1064279,9292
1064448,3852
1064495,3095
1064495,3381
1064729,2890
1064784,7318
1064926,1029
1065050,2881
1065050,4145
1065050,5393
1065050,6037
1065050,9339
1065599,1755
1065599,3216
1065988,2827
1066189,5647
1066548,6446
1066592,7259
1066850,8477
1067234,7338
1067317,5327
1067317,8321
1067630,656
1067927,3143
1067927,4298
1067927,6746
1068502,2698
1068502,6725
1068502,8775
1068502,9304
1068551,3678
1068551,6248
1068891,4081
1069054,6113
1069170,991
1069261,827
1069464,991
1069464,6375
1069718,5224
1069795,2820
1069857,952
1069857,4891
1069919,3207
1069919,5224
1069974,1454
1070509,2984
1070865,65
1070865,7228
1070897,533
1070897,2325
1071420,8321
1071707,2227
1071765,2620
1072761,7978
1072845,965
1072850,5056
1073812,906
1073812,5565
1074695,801
1074983,5022
1074983,9304
1075119,5590
1075190,814
1075279,703
1075456,6419
1075909,7043
1076099,4342
1076100,6390
1076211,4475
1076230,1000
1076357,6746
1076380,4808
1076380,6375
1076663,1422
1076885,3988
1076988,538
1076988,5578
1077035,2226
1077076,3290
1077158,1324
1077710,4554
1077939,1018
1077939,5022
1078224,4866
1078346,2289
1078572,2412
1078673,2407
1078673,5119
1078738,5356
1079226,1468
1079238,6007
1079332,6145
1079440,125
1079542,7800
1079559,3207
1079611,6362
1080432,2695
1080503,6671
1080926,6415
1081337,4318
1081452,1018
1081452,7737
1081999,5693
1082908,4208
1083457,186
1083467,3076
1083608,6662
1083656,2045
1083680,2325
1084475,7622
1084566,3761
1084680,7742
1086168,8938
1086547,1103
1086913,6164
1087086,244
1087086,5024
1087238,8548
1087239,2350
1088041,734
1088041,1326
1088158,5386
1088579,375
1088579,5645
1088798,5689
1089080,2872
1089183,1888
1089183,4774
1089263,7577
1089404,5747
1089407,8033
1089641,3490
1089745,188
1089745,7923
1089875,3214
1089940,3207
1089947,4190
1089979,5357
1090515,3607
1091150,5119
1091847,2984
1091847,7581
1092326,7530
1093079,7507
1093144,1262
1093635,3447
1093664,7
1093664,9103
1094067,1552
1094067,1959
1094698,6035
1094849,3381
1095188,1154
1095188,1330
1095357,5376
1095357,8953
1095361,2003
1095361,2620
1095651,1018
1095738,152
1095738,2484
1095738,8484
1095749,2289
1096553,4806
1096783,3792
1096797,6746
1097235,3582
1097235,4702
1097304,6933
1097589,6164
1097641,1700
1097679,928
1097907,9213
1098089,1959
1098508,5376
1098508,7577
1098914,3431
1098914,3493
1098971,1029
1098992,7865
1099037,5331
1099275,2271
1099275,2827
1099501,4752
1099788,4196
1099811,4793
1099872,2764
1099872,6423
1100134,5529
1100186,1296
1100294,5592
1100294,9259
1100676,2003
1100676,4614
1100950,1454
1100950,7663
1101122,5042
1101161,3547
1101653,5042
1101991,3561
1102109,3271
1102109,4806
1102176,2827
1102376,393
1102431,857
1102431,2746
1102558,4444
1102686,9175
1102833,8541
1102892,3493
1102892,5202
1102892,7577
1103029,9213
1103061,3998
1103061,4694
1103104,991
1103925,8321
1104566,7511
1104625,7717
1105618,3475
1105922,4722
1105951,4891
1105951,6114
1106316,3226
1106405,6447
1106658,7337
1106885,9292
1107054,3524
1107484,90
1107532,2028
1107532,2350
1107532,6390
1107603,6671
1108055,5497
1108226,1035
1108226,9028
1108369,933
1108474,9065
1108863,1026
1109261,4466
1109564,1782
1109676,3820
1109790,1345
1109790,6277
1109790,8473
1109839,7298
1109955,149
1109955,2459
1110074,1364
1110074,5024
1110074,5578
1110210,1277
1110210,4298
1110441,8888
1110555,1498
1110660,906
1110885,4126
1110915,6158
1111139,5356
1111390,2873
1112041,2881
1112041,4140
1112162,7737
1112349,4989
1112463,7800
1112472,676
1112825,8321
1113352,4212
1113400,699
1113400,1266
1113863,921
1113987,5022
1114046,3586
1114322,4752
1115121,6375
1115121,6709
1115137,7865
1115336,2984
1115741,2984
1115741,5627
1115741,6390
1115742,3630
1115747,2435
1115753,6846
1116660,2984
1117227,1030
1117722,6846
1119899,2376
1119899,6668
1119953,6170
1119953,8764
1120730,2001
1120730,8321
1120887,831
1121106,811
1121360,1026
1121717,8941
1121796,7980
1122598,3163
1122598,8485
1122737,5086
1122980,3233
1122980,7055
1123227,6612
1123334,1371
1123425,1930
1123466,5331
1124107,3689
1124644,375
1124652,3973
1125009,3893
1125148,2166
1125310,1842
1126480,378
1126480,520
1126480,8373
1127014,4277
1127100,9304
1127771,3626
1128120,6612
1128564,9317
1128653,7430
1128876,1018
1128876,3292
1129012,8955
1129396,188
1129905,3840
1131029,4190
1131105,707
1131146,2859
1131146,7452
1131195,2678
1131765,8033
1132062,2347
1132062,3606
1132062,4249
1132062,4849
1132388,3493
1132388,6671
1132527,1778
1132547,5022
1132557,2890
1132983,5212
1133144,8033
1133242,5223
1133242,6933
1133392,2085
1133392,4921
1133550,2881
1133583,3752
1133920,3633
1134028,5770
1134362,928
1134362,2780
1134362,3423
1134369,4439
1134369,6671
1134980,3292
1134980,4152
1135210,1387
1135267,5114
1135294,467
1135294,2984
1135479,6671
1136357,2033
1136508,7002
1136514,2872
1136514,2984
1136812,5136
1136891,3893
1137050,5022
1137474,1778
1137542,1448
1137542,2350
1137542,9213
1137663,5143
1137663,9273
1137737,4592
1137998,906
1138051,185
1138421,1330
1138421,3051
1138501,1593
1138882,7629
1139112,4951
1139515,6470
1140198,5212
1140198,8997
1140335,6138
1140361,4702
1140935,6390
1140989,6612
1141696,1058
1142114,6374
1142144,5022
1142324,3216
1142437,1419
1142437,3893
1142437,4708
1142685,2919
1142757,5171
1142757,6671
1142865,5357
1143520,6069
1143520,9036
1143593,9101
1143776,7749
1143776,7931
1144009,6581
1144574,6114
1144775,3576
1144838,3555
1144838,7883
1145281,4990
1145292,4453
1146522,9082
1146567,831
1146917,3431
1146917,6944
1146932,1581
1146932,7584
1147424,4217
1147820,8775
1147884,6551
1148086,4983
1148116,2231
1148121,1799
1148239,2085
1148239,2874
1148375,6581
1148566,4996
1148566,7312
1148566,9213
1148772,6609
1148974,1680
1148974,2636
1148974,3067
1149133,2706
1149243,8464
1149474,339
1149761,8477
1149856,4466
1149856,7609
1149862,9213
1149941,2775
1150168,9334
1150689,4802
1151683,2197
1151689,4797
1151689,6336
1151754,8477
1152125,4790
1152234,2746
1152250,1454
1152250,2550
1153221,5141
1154461,6197
1154461,6933
1154625,4181
1154766,4231
1154766,5620
1154797,7663
1154797,8944
1154983,1558
1155227,4785
1155227,6994
1155489,965
1155489,8568
1155530,636
1155724,3112
1155847,7801
1155866,2984
1155968,981
1155968,1687
1156319,9072
1156608,161
1156608,4677
1156914,5083
1157021,6123
1157446,4498
1157549,220
1157549,3355
1158213,1059
1158338,189
1158338,9338
1158410,4965
1158583,8380
1158877,2278
1158981,1857
1158981,7706
1159027,8314
1159266,835
1159539,4253
1159827,4790
1160100,5053
1160222,6129
1160222,7311
1160287,6884
1160387,7027
1160460,7425
1160612,3893
1160612,4951
1160958,3234
1161046,1762
1161285,1029
1161285,2812
1161594,4806
1161765,2420
1161765,7275
1162705,489
1162807,4806
1162992,3606
1162992,3972
1162992,5042
1162992,7481
1163000,4305
1163298,186
1163356,4208
1163356,5778
1163870,8659
1164280,6423
1164413,2258
1164413,7668
1164413,8638
1164509,465
1164608,2231
1164618,5032
1164647,4702
1164888,3891
1164888,6609
1165016,9124
1165520,2874
1165572,7430
1165745,2085
1166344,857
1167193,4607
1167193,5022
1167434,6375
1167445,7956
1167527,2254
1167689,4928
1168334,6933
1168660,9228
1168726,1362
1168751,1500
1168882,7312
1168941,3281
1169131,226
1169322,5693
1169447,6048
1169686,2550
1169783,2992
1170733,2874
1170820,1639
1172284,2678
1172404,4691
1172404,6714
1172812,3207
1173121,3119
1173229,7253
1173285,969
1173285,5032
1173296,4627
1173383,263
1174553,5852
1174661,1953
1174794,965
1174860,5109
1175355,5680
1175685,3154
1175914,4691
1175970,1554
1175970,3505
1176262,7654
1176341,2350
1176341,6933
1176764,2350
1176767,223
1176767,5393
1176767,6933
1176857,5521
1176975,703
1176975,1330
1177885,2303
1177885,8033
1178306,2278
1178306,5032
1178306,5162
1178347,7452
1178377,6846
1178377,7396
1178546,1720
1179366,7801
1179707,2065
1179877,4762
1179885,6996
1180014,5629
1180014,6014
1180881,51
1180910,9234
1180923,7800
1181022,1119
1181100,1959
1181188,3973
1181408,3740
1181659,2984
1181753,9262
1181942,3107
1181971,268
1182284,5032
1182969,957
1182969,3029
1182969,5592
1182969,6605
1182979,4618
1183732,3602
1184031,4554
1184260,2785
1184677,4806
1184687,991
1184687,5335
67,6884
205,1058
205,7481
300,268
310,6987
788,5565
788,7106
1593,1119
1593,8464
2002,3678
2051,8003
2227,1330
2603,2984
2788,2874
2896,1482
3068,4662
3068,6007
3247,5048
3473,965
4139,4498
4939,5032
4939,5171
5310,6609
5469,2463
5469,6244
5481,3678
5516,8191
5623,8548
5774,2969
5774,5245
6049,6193
6144,7522
6144,8637
6872,5162
7668,8360
8073,4691
8073,5738
8308,3107
8599,4808
8713,6987
8751,1238
9188,4618
9483,3216
9483,7430
9496,226
9769,4853
9769,5933
9828,2890
10222,4304
10319,688
10319,3233
10378,5202
10572,3622
10572,3684
10798,1337
10992,6336
10992,8321
11348,5086
11790,6671
11819,7747
11819,7830
11838,7651
11859,188
11933,6512
11975,1461
11988,6635
12043,1904
12043,2984
12253,4466
12900,7923
13270,6987
13296,8548
13296,8765
13296,9157
13302,4691
13675,3819
13949,4444
14181,7072
14232,9213
14945,2984
14984,4056
14984,6133
15196,1722
15196,7959
15665,4806
15726,1018
16260,1060
16397,7426
16484,1358
16562,4517
17345,7396
17355,965
17428,786
17428,5356
17489,2085
17493,1959
17493,4263
17538,7848
17932,5495
18264,1347
18264,1547
18434,4172
18434,4796
18434,7737
18609,5022
18656,7523
18949,1681
19079,8993
19205,2914
19207,421
19207,2050
19348,339
19348,8548
19397,4160
19945,5397
19945,7204
20391,3998
20446,8464
20479,2746
20520,6629
20635,8179
20656,906
20656,6288
21002,2075
21027,7577
21561,1330
21561,3233
22311,4298
22418,7839
22624,7426
22768,8103
23055,7523
23166,5843
23252,2050
23397,6662
23511,375
23677,3893
23986,5980
24054,6248
24121,1018
24191,7514
24206,3891
24206,6912
24481,4811
24552,1029
24618,968
24829,8659
25320,2636
25331,3143
25573,3163
25675,9
25675,2616
25675,9101
25753,2035
25871,1790
25969,8033
26407,2911
26455,921
26468,5896
26703,4806
27521,87
27521,6205
27521,9017
27655,470
27828,7620
28177,4591
28193,1722
28331,7298
28475,6615
28475,8115
28746,3395
29266,8780
29384,4090
29419,4701
29550,3633
29563,2231
29563,4801
29868,5649
29997,2314
29997,5331
29997,8635
30401,4407
30448,6671
30733,9213
30850,3678
31335,931
31382,4972
31462,7959
31489,2931
31680,2695
31684,6832
31684,7043
31780,5245
31819,638
31856,103
31958,395
31958,2710
31958,9334
32094,4702
32094,8548
32512,4615
32515,2350
32565,188
32693,8548
32855,9101
33350,934
33350,7959
33713,3025
33991,6288
34079,4796
34120,4865
34188,665
34188,890
34725,7251
34731,2350
34810,343
34810,4298
35155,2379
35165,339
35228,6666
35330,8321
35769,3678
35769,6048
35890,50
35890,3233
35994,7625
36605,5340
36955,4231
36972,7917
37067,4072
37192,789
37503,3226
37764,831
37764,5269
37833,6158
38224,5738
38455,4570
38766,6671
38776,8321
39135,2275
39135,2836
39349,2788
39349,4983
39527,1347
39774,8581
39959,2966
39959,8730
40178,3233
40178,4965
40379,7481
40479,5870
40479,8464
40509,1164
40509,4996
40554,6746
40901,5094
41062,8329
41152,4614
41845,5550
41845,7800
41865,3025
41879,6822
42055,2734
42339,6596
42474,4691
42809,6548
42940,4806
43140,1273
43140,4806
43344,6206
43404,5521
43432,2984
44123,5377
44226,1380
44226,3893
44268,2350
44835,4486
45084,1653
45084,2111
45504,5259
45504,7499
45739,6470
45773,7010
45942,152
45942,4444
46040,3893
46044,3461
46149,465
46343,4793
46354,1842
46354,4691
46354,8891
46760,3666
46799,2751
47046,957
47046,1324
47046,2718
47046,4928
47046,5171
47046,5629
47334,1401
47334,7198
47370,2873
47386,1330
47503,5590
47660,8703
47681,3226
47778,4486
47949,1968
48152,2890
48419,2031
48419,2075
48475,5338
48578,5040
48578,9241
49020,7036
49040,7228
49176,5171
49275,957
49275,4691
50243,4891
50243,8659
50258,5880
50780,5739
50982,3403
50982,6447
50982,6609
51394,2414
51394,6548
51394,9047
51434,7663
51438,3561
51557,490
51652,5457
51652,8321
51652,8764
51867,4965
51867,5357
52349,3959
52349,8292
52713,2984
52773,8775
52899,3731
52917,1049
52928,3165
53079,3237
53958,5490
54166,519
54166,3606
54166,6170
54166,6832
54292,9251
54523,2308
54530,694
54530,4486
55014,4208
55041,3678
55237,1688
55534,5393
55665,39
55878,7072
56668,4728
56975,7839
57124,1941
57186,8548
57287,9286
57305,3271
57305,4820
57547,6245
57920,188
58214,2985
58214,8191
58346,2303
58346,5022
58509,1914
59059,1738
59412,339
59464,4345
59551,375
59551,3602
59551,3973
59562,2254
59577,2827
59832,5778
60111,4792
60241,7217
60757,5691
60927,2812
61021,2050
61061,1842
61061,8724
61213,528
61238,5115
61580,7298
61730,8635
62171,1898
62171,4538
62315,3456
62408,268
